"","Gene1","Gene2"
"1704","Gene 59","Gene 12"
"1705","Gene 59","Gene 18"
"1706","Gene 59","Gene 19"
"1707","Gene 59","Gene 29"
"1708","Gene 59","Gene 30"
"1709","Gene 59","Gene 34"
"1710","Gene 59","Gene 36"
"1711","Gene 59","Gene 44"
"1712","Gene 59","Gene 45"
"1713","Gene 59","Gene 47"
"1714","Gene 59","Gene 50"
"1715","Gene 59","Gene 54"
"1716","Gene 59","Gene 55"
"1717","Gene 59","Gene 56"
"1718","Gene 59","Gene 62"
"1719","Gene 59","Gene 67"
"1720","Gene 59","Gene 74"
"1721","Gene 59","Gene 76"
"1722","Gene 59","Gene 81"
"1723","Gene 59","Gene 82"
"1724","Gene 59","Gene 86"
"1725","Gene 59","Gene 89"
"1726","Gene 59","Gene 90"
"1727","Gene 59","Gene 96"
"1728","Gene 59","Gene 98"
"1729","Gene 60","Gene 1"
"1730","Gene 60","Gene 3"
"1731","Gene 60","Gene 4"
"1732","Gene 60","Gene 8"
"1733","Gene 60","Gene 9"
"1734","Gene 60","Gene 12"
"1735","Gene 60","Gene 13"
"1736","Gene 60","Gene 16"
"1737","Gene 60","Gene 17"
"1738","Gene 60","Gene 18"
"1739","Gene 60","Gene 19"
"1740","Gene 60","Gene 21"
"1741","Gene 60","Gene 24"
"1742","Gene 60","Gene 29"
"1743","Gene 60","Gene 35"
"1744","Gene 60","Gene 38"
"1745","Gene 60","Gene 39"
"1746","Gene 60","Gene 42"
"1747","Gene 60","Gene 43"
"1748","Gene 60","Gene 49"
"1749","Gene 60","Gene 56"
"1750","Gene 60","Gene 61"
"1751","Gene 60","Gene 63"
"1752","Gene 60","Gene 67"
"1753","Gene 60","Gene 69"
"1754","Gene 60","Gene 70"
"1755","Gene 60","Gene 79"
"1756","Gene 60","Gene 82"
"1757","Gene 60","Gene 87"
"1758","Gene 60","Gene 90"
"1759","Gene 60","Gene 91"
"1760","Gene 60","Gene 92"
"1761","Gene 60","Gene 96"
"1762","Gene 60","Gene 97"
"1763","Gene 60","Gene 99"
"1764","Gene 61","Gene 2"
"1765","Gene 61","Gene 5"
"1766","Gene 61","Gene 6"
"1767","Gene 61","Gene 9"
"1768","Gene 61","Gene 15"
"1769","Gene 61","Gene 17"
"1770","Gene 61","Gene 21"
"1771","Gene 61","Gene 23"
"1772","Gene 61","Gene 29"
"1773","Gene 61","Gene 33"
"1774","Gene 61","Gene 39"
"1775","Gene 61","Gene 41"
"1776","Gene 61","Gene 42"
"1777","Gene 61","Gene 51"
"1778","Gene 61","Gene 54"
"1779","Gene 61","Gene 55"
"1780","Gene 61","Gene 58"
"1781","Gene 61","Gene 60"
"1782","Gene 61","Gene 65"
"1783","Gene 61","Gene 68"
"1784","Gene 61","Gene 72"
"1785","Gene 61","Gene 78"
"1786","Gene 61","Gene 79"
"1787","Gene 61","Gene 80"
"1788","Gene 61","Gene 94"
"1789","Gene 61","Gene 98"
"1790","Gene 62","Gene 2"
"1791","Gene 62","Gene 16"
"1792","Gene 62","Gene 22"
"1793","Gene 62","Gene 23"
"1794","Gene 62","Gene 25"
"1795","Gene 62","Gene 26"
"1796","Gene 62","Gene 27"
"1797","Gene 62","Gene 28"
"1798","Gene 62","Gene 31"
"1799","Gene 62","Gene 32"
"1800","Gene 62","Gene 35"
"1801","Gene 62","Gene 37"
"1802","Gene 62","Gene 38"
"1803","Gene 62","Gene 39"
"1804","Gene 62","Gene 45"
"1805","Gene 62","Gene 47"
"1806","Gene 62","Gene 50"
"1807","Gene 62","Gene 52"
"1808","Gene 62","Gene 53"
"1809","Gene 62","Gene 59"
"1810","Gene 62","Gene 64"
"1811","Gene 62","Gene 65"
"1812","Gene 62","Gene 66"
"1813","Gene 62","Gene 73"
"1814","Gene 62","Gene 76"
"1815","Gene 62","Gene 78"
"1816","Gene 62","Gene 79"
"1817","Gene 62","Gene 84"
"1818","Gene 62","Gene 86"
"1819","Gene 62","Gene 87"
"1820","Gene 62","Gene 89"
"1821","Gene 62","Gene 90"
"1822","Gene 62","Gene 94"
"1823","Gene 62","Gene 95"
"1824","Gene 62","Gene 97"
"1825","Gene 63","Gene 3"
"1826","Gene 63","Gene 8"
"1827","Gene 63","Gene 11"
"1828","Gene 63","Gene 13"
"1829","Gene 63","Gene 21"
"1830","Gene 63","Gene 23"
"1831","Gene 63","Gene 26"
"1832","Gene 63","Gene 28"
"1833","Gene 63","Gene 31"
"1834","Gene 63","Gene 34"
"1835","Gene 63","Gene 41"
"1836","Gene 63","Gene 42"
"1837","Gene 63","Gene 48"
"1838","Gene 63","Gene 58"
"1839","Gene 63","Gene 60"
"1840","Gene 63","Gene 67"
"1841","Gene 63","Gene 76"
"1842","Gene 63","Gene 83"
"1843","Gene 63","Gene 85"
"1844","Gene 63","Gene 86"
"1845","Gene 63","Gene 90"
"1846","Gene 63","Gene 91"
"1847","Gene 63","Gene 92"
"1848","Gene 63","Gene 99"
"1849","Gene 63","Gene 100"
"1850","Gene 64","Gene 1"
"1851","Gene 64","Gene 6"
"1852","Gene 64","Gene 11"
"1853","Gene 64","Gene 12"
"1854","Gene 64","Gene 13"
"1855","Gene 64","Gene 28"
"1856","Gene 64","Gene 30"
"1857","Gene 64","Gene 32"
"1858","Gene 64","Gene 33"
"1859","Gene 64","Gene 43"
"1860","Gene 64","Gene 44"
"1861","Gene 64","Gene 49"
"1862","Gene 64","Gene 50"
"1863","Gene 64","Gene 53"
"1864","Gene 64","Gene 57"
"1865","Gene 64","Gene 62"
"1866","Gene 64","Gene 66"
"1867","Gene 64","Gene 67"
"1868","Gene 64","Gene 69"
"1869","Gene 64","Gene 70"
"1870","Gene 64","Gene 72"
"1871","Gene 64","Gene 78"
"1872","Gene 64","Gene 79"
"1873","Gene 64","Gene 84"
"1874","Gene 64","Gene 86"
"1875","Gene 64","Gene 92"
"1876","Gene 65","Gene 3"
"1877","Gene 65","Gene 8"
"1878","Gene 65","Gene 11"
"1879","Gene 65","Gene 16"
"1880","Gene 65","Gene 19"
"1881","Gene 65","Gene 21"
"1882","Gene 65","Gene 23"
"1883","Gene 65","Gene 26"
"1884","Gene 65","Gene 28"
"1885","Gene 65","Gene 33"
"1886","Gene 65","Gene 36"
"1887","Gene 65","Gene 46"
"1888","Gene 65","Gene 49"
"1889","Gene 65","Gene 52"
"1890","Gene 65","Gene 54"
"1891","Gene 65","Gene 58"
"1892","Gene 65","Gene 61"
"1893","Gene 65","Gene 62"
"1894","Gene 65","Gene 69"
"1895","Gene 65","Gene 72"
"1896","Gene 65","Gene 74"
"1897","Gene 65","Gene 76"
"1898","Gene 65","Gene 80"
"1899","Gene 65","Gene 84"
"1900","Gene 65","Gene 86"
"1901","Gene 65","Gene 88"
"1902","Gene 65","Gene 90"
"1903","Gene 65","Gene 94"
"1904","Gene 65","Gene 96"
"1905","Gene 65","Gene 98"
"1906","Gene 66","Gene 2"
"1907","Gene 66","Gene 5"
"1908","Gene 66","Gene 10"
"1909","Gene 66","Gene 11"
"1910","Gene 66","Gene 13"
"1911","Gene 66","Gene 18"
"1912","Gene 66","Gene 20"
"1913","Gene 66","Gene 30"
"1914","Gene 66","Gene 35"
"1915","Gene 66","Gene 40"
"1916","Gene 66","Gene 43"
"1917","Gene 66","Gene 44"
"1918","Gene 66","Gene 45"
"1919","Gene 66","Gene 52"
"1920","Gene 66","Gene 53"
"1921","Gene 66","Gene 55"
"1922","Gene 66","Gene 56"
"1923","Gene 66","Gene 62"
"1924","Gene 66","Gene 64"
"1925","Gene 66","Gene 68"
"1926","Gene 66","Gene 72"
"1927","Gene 66","Gene 73"
"1928","Gene 66","Gene 79"
"1929","Gene 66","Gene 80"
"1930","Gene 66","Gene 84"
"1931","Gene 66","Gene 90"
"1932","Gene 66","Gene 91"
"1933","Gene 66","Gene 93"
"1934","Gene 66","Gene 94"
"1935","Gene 66","Gene 95"
"1936","Gene 66","Gene 96"
"1937","Gene 66","Gene 99"
"1938","Gene 67","Gene 2"
"1939","Gene 67","Gene 3"
"1940","Gene 67","Gene 4"
"1941","Gene 67","Gene 5"
"1942","Gene 67","Gene 11"
"1943","Gene 67","Gene 12"
"1944","Gene 67","Gene 15"
"1945","Gene 67","Gene 18"
"1946","Gene 67","Gene 21"
"1947","Gene 67","Gene 23"
"1948","Gene 67","Gene 24"
"1949","Gene 67","Gene 25"
"1950","Gene 67","Gene 31"
"1951","Gene 67","Gene 33"
"1952","Gene 67","Gene 35"
"1953","Gene 67","Gene 36"
"1954","Gene 67","Gene 38"
"1955","Gene 67","Gene 39"
"1956","Gene 67","Gene 40"
"1957","Gene 67","Gene 47"
"1958","Gene 67","Gene 48"
"1959","Gene 67","Gene 52"
"1960","Gene 67","Gene 54"
"1961","Gene 67","Gene 56"
"1962","Gene 67","Gene 58"
"1963","Gene 67","Gene 59"
"1964","Gene 67","Gene 60"
"1965","Gene 67","Gene 63"
"1966","Gene 67","Gene 64"
"1967","Gene 67","Gene 70"
"1968","Gene 67","Gene 71"
"1969","Gene 67","Gene 73"
"1970","Gene 67","Gene 79"
"1971","Gene 67","Gene 84"
"1972","Gene 67","Gene 85"
"1973","Gene 67","Gene 89"
"1974","Gene 67","Gene 91"
"1975","Gene 67","Gene 93"
"1976","Gene 67","Gene 94"
"1977","Gene 67","Gene 99"
"1978","Gene 67","Gene 100"
"1979","Gene 68","Gene 7"
"1980","Gene 68","Gene 8"
"1981","Gene 68","Gene 12"
"1982","Gene 68","Gene 14"
"1983","Gene 68","Gene 15"
"1984","Gene 68","Gene 18"
"1985","Gene 68","Gene 20"
"1986","Gene 68","Gene 22"
"1987","Gene 68","Gene 24"
"1988","Gene 68","Gene 26"
"1989","Gene 68","Gene 27"
"1990","Gene 68","Gene 32"
"1991","Gene 68","Gene 34"
"1992","Gene 68","Gene 35"
"1993","Gene 68","Gene 36"
"1994","Gene 68","Gene 39"
"1995","Gene 68","Gene 44"
"1996","Gene 68","Gene 45"
"1997","Gene 68","Gene 47"
"1998","Gene 68","Gene 52"
"1999","Gene 68","Gene 58"
"2000","Gene 68","Gene 61"
"2001","Gene 68","Gene 66"
"2002","Gene 68","Gene 69"
"2003","Gene 68","Gene 70"
"2004","Gene 68","Gene 78"
"2005","Gene 68","Gene 80"
"2006","Gene 68","Gene 82"
"2007","Gene 68","Gene 83"
"2008","Gene 68","Gene 85"
"2009","Gene 68","Gene 86"
"2010","Gene 68","Gene 88"
"2011","Gene 68","Gene 89"
"2012","Gene 68","Gene 92"
"2013","Gene 69","Gene 1"
"2014","Gene 69","Gene 3"
"2015","Gene 69","Gene 5"
"2016","Gene 69","Gene 7"
"2017","Gene 69","Gene 8"
"2018","Gene 69","Gene 10"
"2019","Gene 69","Gene 11"
"2020","Gene 69","Gene 14"
"2021","Gene 69","Gene 16"
"2022","Gene 69","Gene 19"
"2023","Gene 69","Gene 26"
"2024","Gene 69","Gene 31"
"2025","Gene 69","Gene 36"
"2026","Gene 69","Gene 40"
"2027","Gene 69","Gene 48"
"2028","Gene 69","Gene 49"
"2029","Gene 69","Gene 51"
"2030","Gene 69","Gene 54"
"2031","Gene 69","Gene 56"
"2032","Gene 69","Gene 57"
"2033","Gene 69","Gene 60"
"2034","Gene 69","Gene 64"
"2035","Gene 69","Gene 65"
"2036","Gene 69","Gene 68"
"2037","Gene 69","Gene 76"
"2038","Gene 69","Gene 82"
"2039","Gene 69","Gene 90"
"2040","Gene 69","Gene 92"
"2041","Gene 69","Gene 93"
"2042","Gene 69","Gene 95"
"2043","Gene 69","Gene 98"
"2044","Gene 69","Gene 99"
"2045","Gene 70","Gene 3"
"2046","Gene 70","Gene 8"
"2047","Gene 70","Gene 9"
"2048","Gene 70","Gene 13"
"2049","Gene 70","Gene 19"
"2050","Gene 70","Gene 21"
"2051","Gene 70","Gene 23"
"2052","Gene 70","Gene 24"
"2053","Gene 70","Gene 29"
"2054","Gene 70","Gene 30"
"2055","Gene 70","Gene 35"
"2056","Gene 70","Gene 38"
"2057","Gene 70","Gene 39"
"2058","Gene 70","Gene 43"
"2059","Gene 70","Gene 46"
"2060","Gene 70","Gene 47"
"2061","Gene 70","Gene 48"
"2062","Gene 70","Gene 49"
"2063","Gene 70","Gene 50"
"2064","Gene 70","Gene 58"
"2065","Gene 70","Gene 60"
"2066","Gene 70","Gene 64"
"2067","Gene 70","Gene 67"
"2068","Gene 70","Gene 68"
"2069","Gene 70","Gene 72"
"2070","Gene 70","Gene 76"
"2071","Gene 70","Gene 77"
"2072","Gene 70","Gene 82"
"2073","Gene 70","Gene 84"
"2074","Gene 70","Gene 86"
"2075","Gene 70","Gene 91"
"2076","Gene 70","Gene 93"
"2077","Gene 70","Gene 95"
"2078","Gene 70","Gene 99"
"2079","Gene 70","Gene 100"
"2080","Gene 71","Gene 1"
"2081","Gene 71","Gene 2"
"2082","Gene 71","Gene 3"
"2083","Gene 71","Gene 8"
"2084","Gene 71","Gene 9"
"2085","Gene 71","Gene 10"
"2086","Gene 71","Gene 14"
"2087","Gene 71","Gene 16"
"2088","Gene 71","Gene 20"
"2089","Gene 71","Gene 23"
"2090","Gene 71","Gene 27"
"2091","Gene 71","Gene 30"
"2092","Gene 71","Gene 32"
"2093","Gene 71","Gene 33"
"2094","Gene 71","Gene 39"
"2095","Gene 71","Gene 40"
"2096","Gene 71","Gene 44"
"2097","Gene 71","Gene 46"
"2098","Gene 71","Gene 48"
"2099","Gene 71","Gene 49"
"2100","Gene 71","Gene 58"
"2101","Gene 71","Gene 67"
"2102","Gene 71","Gene 72"
"2103","Gene 71","Gene 76"
"2104","Gene 71","Gene 81"
"2105","Gene 71","Gene 84"
"2106","Gene 71","Gene 87"
"2107","Gene 71","Gene 88"
"2108","Gene 71","Gene 97"
"2109","Gene 71","Gene 99"
"2110","Gene 72","Gene 8"
"2111","Gene 72","Gene 10"
"2112","Gene 72","Gene 12"
"2113","Gene 72","Gene 14"
"2114","Gene 72","Gene 17"
"2115","Gene 72","Gene 22"
"2116","Gene 72","Gene 23"
"2117","Gene 72","Gene 26"
"2118","Gene 72","Gene 27"
"2119","Gene 72","Gene 29"
"2120","Gene 72","Gene 30"
"2121","Gene 72","Gene 31"
"2122","Gene 72","Gene 35"
"2123","Gene 72","Gene 42"
"2124","Gene 72","Gene 48"
"2125","Gene 72","Gene 49"
"2126","Gene 72","Gene 51"
"2127","Gene 72","Gene 53"
"2128","Gene 72","Gene 58"
"2129","Gene 72","Gene 61"
"2130","Gene 72","Gene 64"
"2131","Gene 72","Gene 65"
"2132","Gene 72","Gene 66"
"2133","Gene 72","Gene 70"
"2134","Gene 72","Gene 71"
"2135","Gene 72","Gene 73"
"2136","Gene 72","Gene 76"
"2137","Gene 72","Gene 79"
"2138","Gene 72","Gene 82"
"2139","Gene 72","Gene 84"
"2140","Gene 72","Gene 87"
"2141","Gene 72","Gene 89"
"2142","Gene 72","Gene 91"
"2143","Gene 72","Gene 98"
"2144","Gene 73","Gene 4"
"2145","Gene 73","Gene 5"
"2146","Gene 73","Gene 6"
"2147","Gene 73","Gene 8"
"2148","Gene 73","Gene 17"
"2149","Gene 73","Gene 28"
"2150","Gene 73","Gene 31"
"2151","Gene 73","Gene 32"
"2152","Gene 73","Gene 34"
"2153","Gene 73","Gene 41"
"2154","Gene 73","Gene 50"
"2155","Gene 73","Gene 56"
"2156","Gene 73","Gene 62"
"2157","Gene 73","Gene 66"
"2158","Gene 73","Gene 67"
"2159","Gene 73","Gene 72"
"2160","Gene 73","Gene 74"
"2161","Gene 73","Gene 79"
"2162","Gene 73","Gene 83"
"2163","Gene 73","Gene 91"
"2164","Gene 73","Gene 95"
"2165","Gene 73","Gene 97"
"2166","Gene 74","Gene 1"
"2167","Gene 74","Gene 3"
"2168","Gene 74","Gene 8"
"2169","Gene 74","Gene 14"
"2170","Gene 74","Gene 17"
"2171","Gene 74","Gene 18"
"2172","Gene 74","Gene 24"
"2173","Gene 74","Gene 26"
"2174","Gene 74","Gene 27"
"2175","Gene 74","Gene 31"
"2176","Gene 74","Gene 35"
"2177","Gene 74","Gene 41"
"2178","Gene 74","Gene 49"
"2179","Gene 74","Gene 51"
"2180","Gene 74","Gene 52"
"2181","Gene 74","Gene 53"
"2182","Gene 74","Gene 59"
"2183","Gene 74","Gene 65"
"2184","Gene 74","Gene 73"
"2185","Gene 74","Gene 75"
"2186","Gene 74","Gene 78"
"2187","Gene 74","Gene 80"
"2188","Gene 74","Gene 82"
"2189","Gene 74","Gene 83"
"2190","Gene 74","Gene 84"
"2191","Gene 74","Gene 87"
"2192","Gene 74","Gene 92"
"2193","Gene 74","Gene 95"
"2194","Gene 74","Gene 97"
"2195","Gene 74","Gene 99"
"2196","Gene 74","Gene 100"
"2197","Gene 75","Gene 9"
"2198","Gene 75","Gene 12"
"2199","Gene 75","Gene 14"
"2200","Gene 75","Gene 16"
"2201","Gene 75","Gene 22"
"2202","Gene 75","Gene 23"
"2203","Gene 75","Gene 32"
"2204","Gene 75","Gene 38"
"2205","Gene 75","Gene 48"
"2206","Gene 75","Gene 74"
"2207","Gene 75","Gene 81"
"2208","Gene 75","Gene 83"
"2209","Gene 75","Gene 86"
"2210","Gene 75","Gene 87"
"2211","Gene 75","Gene 99"
"2212","Gene 75","Gene 100"
"2213","Gene 76","Gene 3"
"2214","Gene 76","Gene 10"
"2215","Gene 76","Gene 15"
"2216","Gene 76","Gene 27"
"2217","Gene 76","Gene 29"
"2218","Gene 76","Gene 30"
"2219","Gene 76","Gene 36"
"2220","Gene 76","Gene 39"
"2221","Gene 76","Gene 42"
"2222","Gene 76","Gene 44"
"2223","Gene 76","Gene 46"
"2224","Gene 76","Gene 51"
"2225","Gene 76","Gene 52"
"2226","Gene 76","Gene 59"
"2227","Gene 76","Gene 62"
"2228","Gene 76","Gene 63"
"2229","Gene 76","Gene 65"
"2230","Gene 76","Gene 69"
"2231","Gene 76","Gene 70"
"2232","Gene 76","Gene 71"
"2233","Gene 76","Gene 72"
"2234","Gene 76","Gene 86"
"2235","Gene 76","Gene 89"
"2236","Gene 76","Gene 91"
"2237","Gene 76","Gene 92"
"2238","Gene 76","Gene 94"
"2239","Gene 76","Gene 98"
"2240","Gene 76","Gene 99"
"2241","Gene 77","Gene 5"
"2242","Gene 77","Gene 11"
"2243","Gene 77","Gene 14"
"2244","Gene 77","Gene 17"
"2245","Gene 77","Gene 19"
"2246","Gene 77","Gene 26"
"2247","Gene 77","Gene 36"
"2248","Gene 77","Gene 37"
"2249","Gene 77","Gene 42"
"2250","Gene 77","Gene 44"
"2251","Gene 77","Gene 46"
"2252","Gene 77","Gene 47"
"2253","Gene 77","Gene 48"
"2254","Gene 77","Gene 50"
"2255","Gene 77","Gene 51"
"2256","Gene 77","Gene 70"
"2257","Gene 77","Gene 79"
"2258","Gene 77","Gene 80"
"2259","Gene 77","Gene 86"
"2260","Gene 77","Gene 87"
"2261","Gene 77","Gene 88"
"2262","Gene 77","Gene 89"
"2263","Gene 77","Gene 90"
"2264","Gene 77","Gene 93"
"2265","Gene 77","Gene 95"
"2266","Gene 77","Gene 98"
"2267","Gene 78","Gene 4"
"2268","Gene 78","Gene 5"
"2269","Gene 78","Gene 9"
"2270","Gene 78","Gene 13"
"2271","Gene 78","Gene 15"
"2272","Gene 78","Gene 17"
"2273","Gene 78","Gene 18"
"2274","Gene 78","Gene 21"
"2275","Gene 78","Gene 24"
"2276","Gene 78","Gene 25"
"2277","Gene 78","Gene 27"
"2278","Gene 78","Gene 28"
"2279","Gene 78","Gene 30"
"2280","Gene 78","Gene 33"
"2281","Gene 78","Gene 36"
"2282","Gene 78","Gene 37"
"2283","Gene 78","Gene 38"
"2284","Gene 78","Gene 43"
"2285","Gene 78","Gene 47"
"2286","Gene 78","Gene 48"
"2287","Gene 78","Gene 50"
"2288","Gene 78","Gene 51"
"2289","Gene 78","Gene 52"
"2290","Gene 78","Gene 54"
"2291","Gene 78","Gene 61"
"2292","Gene 78","Gene 62"
"2293","Gene 78","Gene 64"
"2294","Gene 78","Gene 68"
"2295","Gene 78","Gene 74"
"2296","Gene 78","Gene 80"
"2297","Gene 78","Gene 81"
"2298","Gene 78","Gene 85"
"2299","Gene 78","Gene 87"
"2300","Gene 78","Gene 88"
"2301","Gene 78","Gene 90"
"2302","Gene 78","Gene 96"
"2303","Gene 78","Gene 97"
"2304","Gene 78","Gene 98"
"2305","Gene 79","Gene 7"
"2306","Gene 79","Gene 8"
"2307","Gene 79","Gene 12"
"2308","Gene 79","Gene 13"
"2309","Gene 79","Gene 14"
"2310","Gene 79","Gene 22"
"2311","Gene 79","Gene 24"
"2312","Gene 79","Gene 25"
"2313","Gene 79","Gene 30"
"2314","Gene 79","Gene 31"
"2315","Gene 79","Gene 32"
"2316","Gene 79","Gene 37"
"2317","Gene 79","Gene 40"
"2318","Gene 79","Gene 41"
"2319","Gene 79","Gene 46"
"2320","Gene 79","Gene 51"
"2321","Gene 79","Gene 56"
"2322","Gene 79","Gene 60"
"2323","Gene 79","Gene 61"
"2324","Gene 79","Gene 62"
"2325","Gene 79","Gene 64"
"2326","Gene 79","Gene 66"
"2327","Gene 79","Gene 67"
"2328","Gene 79","Gene 72"
"2329","Gene 79","Gene 73"
"2330","Gene 79","Gene 77"
"2331","Gene 79","Gene 83"
"2332","Gene 79","Gene 84"
"2333","Gene 79","Gene 85"
"2334","Gene 79","Gene 96"
"2335","Gene 80","Gene 1"
"2336","Gene 80","Gene 7"
"2337","Gene 80","Gene 9"
"2338","Gene 80","Gene 10"
"2339","Gene 80","Gene 13"
"2340","Gene 80","Gene 17"
"2341","Gene 80","Gene 18"
"2342","Gene 80","Gene 26"
"2343","Gene 80","Gene 27"
"2344","Gene 80","Gene 29"
"2345","Gene 80","Gene 31"
"2346","Gene 80","Gene 34"
"2347","Gene 80","Gene 38"
"2348","Gene 80","Gene 40"
"2349","Gene 80","Gene 41"
"2350","Gene 80","Gene 46"
"2351","Gene 80","Gene 49"
"2352","Gene 80","Gene 51"
"2353","Gene 80","Gene 55"
"2354","Gene 80","Gene 61"
"2355","Gene 80","Gene 65"
"2356","Gene 80","Gene 66"
"2357","Gene 80","Gene 68"
"2358","Gene 80","Gene 74"
"2359","Gene 80","Gene 77"
"2360","Gene 80","Gene 78"
"2361","Gene 80","Gene 83"
"2362","Gene 80","Gene 87"
"2363","Gene 80","Gene 88"
"2364","Gene 80","Gene 92"
"2365","Gene 80","Gene 95"
"2366","Gene 80","Gene 96"
"2367","Gene 80","Gene 97"
"2368","Gene 80","Gene 99"
"2369","Gene 81","Gene 2"
"2370","Gene 81","Gene 6"
"2371","Gene 81","Gene 10"
"2372","Gene 81","Gene 22"
"2373","Gene 81","Gene 27"
"2374","Gene 81","Gene 28"
"2375","Gene 81","Gene 31"
"2376","Gene 81","Gene 43"
"2377","Gene 81","Gene 47"
"2378","Gene 81","Gene 50"
"2379","Gene 81","Gene 51"
"2380","Gene 81","Gene 55"
"2381","Gene 81","Gene 59"
"2382","Gene 81","Gene 71"
"2383","Gene 81","Gene 75"
"2384","Gene 81","Gene 78"
"2385","Gene 81","Gene 85"
"2386","Gene 81","Gene 91"
"2387","Gene 81","Gene 96"
"2388","Gene 82","Gene 2"
"2389","Gene 82","Gene 4"
"2390","Gene 82","Gene 9"
"2391","Gene 82","Gene 11"
"2392","Gene 82","Gene 20"
"2393","Gene 82","Gene 23"
"2394","Gene 82","Gene 31"
"2395","Gene 82","Gene 41"
"2396","Gene 82","Gene 42"
"2397","Gene 82","Gene 47"
"2398","Gene 82","Gene 51"
"2399","Gene 82","Gene 53"
"2400","Gene 82","Gene 54"
"2401","Gene 82","Gene 59"
"2402","Gene 82","Gene 60"
"2403","Gene 82","Gene 68"
"2404","Gene 82","Gene 69"
"2405","Gene 82","Gene 70"
"2406","Gene 82","Gene 72"
"2407","Gene 82","Gene 74"
"2408","Gene 82","Gene 83"
"2409","Gene 82","Gene 84"
"2410","Gene 82","Gene 88"
"2411","Gene 82","Gene 91"
"2412","Gene 82","Gene 93"
"2413","Gene 82","Gene 94"
"2414","Gene 82","Gene 95"
"2415","Gene 82","Gene 96"
"2416","Gene 82","Gene 97"
"2417","Gene 83","Gene 2"
"2418","Gene 83","Gene 6"
"2419","Gene 83","Gene 11"
"2420","Gene 83","Gene 13"
"2421","Gene 83","Gene 15"
"2422","Gene 83","Gene 24"
"2423","Gene 83","Gene 25"
"2424","Gene 83","Gene 27"
"2425","Gene 83","Gene 34"
"2426","Gene 83","Gene 38"
"2427","Gene 83","Gene 39"
"2428","Gene 83","Gene 41"
"2429","Gene 83","Gene 43"
"2430","Gene 83","Gene 47"
"2431","Gene 83","Gene 63"
"2432","Gene 83","Gene 68"
"2433","Gene 83","Gene 73"
"2434","Gene 83","Gene 74"
"2435","Gene 83","Gene 75"
"2436","Gene 83","Gene 79"
"2437","Gene 83","Gene 80"
"2438","Gene 83","Gene 82"
"2439","Gene 83","Gene 85"
"2440","Gene 83","Gene 92"
"2441","Gene 83","Gene 96"
"2442","Gene 84","Gene 3"
"2443","Gene 84","Gene 6"
"2444","Gene 84","Gene 10"
"2445","Gene 84","Gene 12"
"2446","Gene 84","Gene 17"
"2447","Gene 84","Gene 18"
"2448","Gene 84","Gene 21"
"2449","Gene 84","Gene 23"
"2450","Gene 84","Gene 24"
"2451","Gene 84","Gene 25"
"2452","Gene 84","Gene 31"
"2453","Gene 84","Gene 33"
"2454","Gene 84","Gene 42"
"2455","Gene 84","Gene 43"
"2456","Gene 84","Gene 48"
"2457","Gene 84","Gene 49"
"2458","Gene 84","Gene 62"
"2459","Gene 84","Gene 64"
"2460","Gene 84","Gene 65"
"2461","Gene 84","Gene 66"
"2462","Gene 84","Gene 67"
"2463","Gene 84","Gene 70"
"2464","Gene 84","Gene 71"
"2465","Gene 84","Gene 72"
"2466","Gene 84","Gene 74"
"2467","Gene 84","Gene 79"
"2468","Gene 84","Gene 82"
"2469","Gene 84","Gene 86"
"2470","Gene 84","Gene 87"
"2471","Gene 84","Gene 95"
"2472","Gene 84","Gene 97"
"2473","Gene 85","Gene 7"
"2474","Gene 85","Gene 8"
"2475","Gene 85","Gene 10"
"2476","Gene 85","Gene 11"
"2477","Gene 85","Gene 15"
"2478","Gene 85","Gene 22"
"2479","Gene 85","Gene 23"
"2480","Gene 85","Gene 24"
"2481","Gene 85","Gene 32"
"2482","Gene 85","Gene 34"
"2483","Gene 85","Gene 35"
"2484","Gene 85","Gene 37"
"2485","Gene 85","Gene 41"
"2486","Gene 85","Gene 44"
"2487","Gene 85","Gene 46"
"2488","Gene 85","Gene 54"
"2489","Gene 85","Gene 58"
"2490","Gene 85","Gene 63"
"2491","Gene 85","Gene 67"
"2492","Gene 85","Gene 68"
"2493","Gene 85","Gene 78"
"2494","Gene 85","Gene 79"
"2495","Gene 85","Gene 81"
"2496","Gene 85","Gene 83"
"2497","Gene 85","Gene 86"
"2498","Gene 85","Gene 87"
"2499","Gene 85","Gene 90"
"2500","Gene 85","Gene 92"
"2501","Gene 85","Gene 99"
"2502","Gene 85","Gene 100"
"2503","Gene 86","Gene 2"
"2504","Gene 86","Gene 3"
"2505","Gene 86","Gene 5"
"2506","Gene 86","Gene 10"
"2507","Gene 86","Gene 13"
"2508","Gene 86","Gene 20"
"2509","Gene 86","Gene 22"
"2510","Gene 86","Gene 25"
"2511","Gene 86","Gene 32"
"2512","Gene 86","Gene 33"
"2513","Gene 86","Gene 35"
"2514","Gene 86","Gene 36"
"2515","Gene 86","Gene 38"
"2516","Gene 86","Gene 40"
"2517","Gene 86","Gene 50"
"2518","Gene 86","Gene 53"
"2519","Gene 86","Gene 54"
"2520","Gene 86","Gene 55"
"2521","Gene 86","Gene 56"
"2522","Gene 86","Gene 58"
"2523","Gene 86","Gene 59"
"2524","Gene 86","Gene 62"
"2525","Gene 86","Gene 63"
