"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 126",14,32,41,30,25,11,43,18,44,11,18,19,16,10,0,4,16,17,10,63,20,18,20,8,7,9,7,6,21,20,0,27,7,18,2,7,14,31,52,6,8,3,13,16,14,7,6,3,5,0,9,0,3,11,0,8,1,15,9,30,6,0,4,10,0,5,0,3,7,1,8,1,1,0,28,9,0,7,0,1,3,0,2,7,0,2,4,5,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 127",9,30,29,27,10,9,16,14,38,6,17,7,15,10,0,20,39,23,17,75,41,26,12,18,30,3,4,13,10,21,0,17,10,15,0,4,9,13,38,10,4,3,21,22,12,8,10,1,18,0,6,0,0,14,0,10,0,7,10,34,27,0,5,4,0,0,0,0,7,0,4,2,0,0,25,3,0,9,0,14,2,0,3,7,0,0,11,11,3,4,0,0,0,0,0,0,0,0,0,2
"Cell 128",17,36,24,22,26,8,22,18,35,5,22,8,11,6,2,10,13,25,12,59,26,26,8,9,17,9,4,6,12,9,0,16,4,12,5,8,8,20,34,11,16,6,10,7,2,9,4,5,12,0,9,0,0,9,0,4,0,11,6,29,6,0,4,5,0,0,4,0,2,0,5,3,4,0,4,0,0,11,0,13,0,0,5,11,0,0,8,13,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 129",24,40,44,28,14,12,18,14,24,9,13,10,13,3,0,8,19,16,11,84,21,32,15,12,29,5,1,13,12,20,0,26,4,21,6,4,11,14,47,11,16,3,23,19,8,14,3,6,5,0,3,0,0,8,0,9,0,33,8,22,8,0,7,6,0,0,1,0,6,0,0,4,3,0,14,1,0,3,0,7,1,0,6,7,1,1,10,9,4,0,0,0,0,0,0,0,0,0,0,0
"Cell 130",7,22,19,23,25,6,18,14,33,8,26,13,28,16,2,12,12,13,8,71,17,22,6,19,22,10,5,6,13,15,0,9,8,14,0,5,13,14,46,13,9,2,10,14,16,8,5,4,12,2,14,0,0,10,1,5,0,10,5,32,24,0,7,7,0,1,2,0,0,0,10,0,4,0,10,5,0,4,0,2,0,0,8,4,0,0,7,13,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 131",31,33,24,16,27,13,24,12,38,4,16,10,24,8,0,18,9,23,20,93,29,43,9,7,32,15,4,10,6,10,0,13,4,8,2,4,11,20,35,16,12,3,16,11,5,11,5,3,10,3,8,0,0,4,0,10,0,9,2,17,14,0,8,4,1,6,8,3,2,0,2,4,14,0,22,0,0,7,0,2,0,0,4,5,2,0,4,19,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 132",20,21,26,14,35,4,22,12,22,22,37,30,15,12,1,25,7,14,19,85,34,11,9,19,19,4,2,12,33,5,0,8,7,20,0,6,10,20,59,6,5,2,9,11,14,4,2,14,14,0,11,0,0,5,2,0,12,22,2,30,14,0,4,10,0,0,4,9,1,0,5,1,4,1,13,10,0,8,0,0,2,0,7,9,0,0,3,15,0,9,0,0,0,0,0,1,0,0,0,0
"Cell 133",27,30,14,15,27,4,39,20,23,8,37,47,20,15,1,8,16,16,17,82,39,18,13,19,12,2,9,10,15,7,0,4,11,9,0,7,2,21,33,21,8,5,8,11,5,3,0,10,14,1,2,0,0,14,5,2,4,11,17,21,23,0,9,9,0,0,3,0,6,0,6,0,0,0,16,6,0,5,0,7,4,0,0,4,0,0,10,16,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 134",10,51,29,19,17,9,15,6,25,18,11,5,15,0,0,12,12,30,5,60,28,26,4,4,21,16,1,6,6,6,0,17,0,25,6,8,15,22,57,3,17,3,13,7,23,11,4,4,1,0,3,0,0,8,0,0,0,21,6,29,11,0,7,16,0,0,4,0,4,4,2,9,0,0,10,2,0,9,0,1,0,0,5,5,0,4,9,13,3,0,1,0,0,0,0,0,0,0,0,0
"Cell 135",25,45,58,15,12,5,12,8,29,7,15,13,32,6,0,15,13,30,5,92,29,27,10,4,21,4,4,9,11,15,1,17,2,9,2,1,7,20,41,5,6,3,26,8,9,15,4,4,10,0,7,0,0,8,1,12,0,1,9,18,16,0,7,9,3,1,0,2,8,0,7,0,1,0,13,7,0,14,0,9,5,0,0,5,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 136",25,28,28,44,14,23,19,8,27,6,10,9,18,10,3,11,9,12,9,73,46,34,0,8,31,8,4,3,7,4,0,10,1,24,3,16,14,21,42,2,7,20,14,11,5,5,0,4,3,0,8,0,0,12,0,6,0,23,22,30,20,0,8,17,0,0,5,0,4,0,2,8,0,0,11,2,0,2,0,0,0,0,8,15,0,0,8,9,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 137",37,24,20,37,27,11,15,17,42,25,22,35,14,15,13,14,20,6,34,59,42,17,10,13,11,6,12,0,21,9,0,11,7,23,0,21,15,37,32,8,8,25,5,9,12,1,0,6,12,0,15,0,1,18,2,0,8,30,18,31,21,0,6,15,0,0,1,0,3,0,8,1,0,0,26,6,0,0,0,1,0,0,4,19,0,0,6,13,0,0,0,0,0,0,0,0,0,5,0,0
"Cell 138",14,19,31,17,18,2,50,12,28,12,35,11,25,11,0,8,9,32,15,91,19,34,18,20,17,31,5,8,12,17,0,13,5,11,0,1,11,22,52,16,9,1,14,16,30,16,0,13,3,0,13,0,0,4,0,12,1,9,6,21,12,0,17,1,1,0,4,0,6,0,5,0,10,0,20,15,0,6,0,2,4,0,0,2,1,0,12,13,0,0,0,1,0,0,0,0,2,0,0,0
"Cell 139",18,25,22,28,8,6,26,11,29,10,14,11,9,12,0,16,18,16,17,70,38,31,7,17,16,9,4,6,9,17,0,6,8,11,0,13,14,13,34,12,10,8,6,9,23,5,0,7,16,1,6,0,0,9,4,2,9,13,15,12,30,0,3,10,0,0,1,0,7,0,9,0,2,0,15,2,0,6,0,11,3,0,4,10,0,0,19,13,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 140",34,43,14,38,17,17,16,11,46,15,14,25,14,7,0,12,25,14,15,94,41,28,11,8,12,4,2,0,16,19,0,19,5,24,0,16,10,33,34,2,13,10,8,4,7,2,0,4,15,0,7,0,0,9,0,0,1,11,15,26,26,0,3,24,0,0,0,0,3,0,9,1,0,0,22,0,0,1,0,5,0,0,8,15,0,0,9,1,0,6,0,0,0,0,1,1,0,3,0,0
"Cell 141",28,40,15,28,23,16,25,12,36,10,23,15,23,8,2,10,6,14,16,86,34,28,4,4,16,6,5,3,13,5,0,5,7,20,0,16,13,31,27,10,11,10,6,5,19,3,0,5,8,0,13,0,0,15,3,4,6,15,21,22,9,0,9,20,0,0,3,4,2,0,5,8,0,2,23,2,0,3,0,4,0,0,5,12,0,0,7,15,0,0,0,0,0,0,0,4,0,4,0,0
"Cell 142",13,27,16,22,15,8,20,10,14,7,12,13,15,17,0,15,9,17,26,63,39,25,13,25,27,18,1,17,12,7,0,7,8,7,5,6,12,11,32,12,10,7,14,12,13,6,3,2,3,0,10,0,0,10,3,4,7,16,13,27,17,0,10,7,0,0,7,0,1,0,11,1,4,0,13,1,0,4,0,7,0,0,7,9,0,0,13,30,0,0,6,0,0,0,0,0,0,0,0,0
"Cell 143",20,35,20,20,36,15,19,12,38,2,18,18,8,12,1,23,23,13,21,91,33,30,13,11,31,12,4,8,19,10,0,9,4,11,2,6,11,11,26,15,18,9,10,9,8,9,0,5,11,0,8,1,0,13,0,4,2,17,12,18,9,0,12,13,0,0,4,0,2,0,8,0,3,0,23,1,0,2,0,3,2,0,8,9,0,0,7,19,0,8,0,0,0,0,0,0,0,0,2,0
"Cell 144",15,22,10,25,11,6,15,10,30,3,13,18,31,13,0,8,6,12,11,55,25,25,0,11,21,2,1,11,19,13,0,13,12,16,0,5,3,12,45,14,9,3,11,9,4,11,11,0,6,2,3,0,0,2,2,6,1,15,5,21,11,0,5,12,0,0,4,2,2,1,6,6,2,0,27,3,0,18,0,16,6,0,3,9,1,0,25,17,0,0,0,0,0,0,0,0,0,0,2,0
"Cell 145",29,28,27,33,4,6,34,12,36,4,26,20,19,8,3,14,24,11,20,95,43,22,4,7,28,15,9,6,14,17,0,18,6,28,0,14,14,19,34,10,8,11,17,10,11,4,0,10,13,0,8,0,2,13,4,5,0,22,8,29,20,0,0,6,0,1,0,0,5,0,6,5,0,0,20,3,1,1,0,0,0,0,2,11,0,2,2,13,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 146",28,29,23,15,28,7,20,12,22,7,24,22,24,14,0,15,9,15,16,86,37,27,10,27,20,6,3,8,15,2,0,10,10,9,0,6,5,14,36,7,21,10,11,5,4,7,0,0,8,0,10,0,0,6,0,2,8,10,6,34,18,0,11,12,0,0,8,4,0,0,8,3,1,0,18,8,0,4,0,8,3,0,2,7,1,0,9,25,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 147",13,21,10,36,26,14,21,9,42,8,21,13,15,9,0,12,35,10,28,71,55,15,8,11,16,0,10,10,16,6,0,14,16,20,0,12,2,25,23,13,9,13,11,8,6,7,9,3,14,1,0,0,0,6,0,0,6,13,24,47,17,0,3,10,0,0,0,0,0,0,12,2,0,0,23,8,0,6,0,11,10,0,9,15,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 148",14,24,14,18,45,6,30,16,35,9,33,22,17,13,4,13,13,15,11,61,46,23,8,16,26,2,3,12,21,8,0,8,11,9,0,10,3,16,24,18,19,14,8,7,15,5,0,13,17,0,4,0,0,8,10,2,7,21,12,36,26,0,11,7,0,0,9,0,8,0,4,2,4,0,8,4,0,2,0,7,0,0,6,10,0,0,4,6,0,5,1,0,0,0,0,0,0,0,0,0
"Cell 149",25,42,32,34,25,27,34,12,23,18,12,13,13,8,1,11,17,12,16,59,38,34,6,13,15,11,4,1,30,11,0,17,3,23,0,6,12,27,48,6,7,6,14,5,9,7,2,10,4,0,7,0,4,12,1,0,4,22,16,28,20,0,3,18,0,6,3,4,10,0,3,2,2,0,19,8,0,3,0,1,0,0,10,9,0,1,8,10,0,8,0,0,0,0,0,0,0,5,0,0
"Cell 150",24,39,21,22,28,14,23,10,23,8,34,19,11,13,0,5,14,27,11,59,43,32,9,19,15,6,7,8,25,3,0,11,7,13,0,9,7,18,22,9,7,5,14,11,12,4,0,7,11,0,6,0,0,4,0,1,3,16,7,36,31,0,11,4,0,0,5,0,0,0,4,2,2,0,16,7,0,7,0,8,1,0,3,5,1,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 151",26,29,17,22,22,12,36,8,27,4,8,21,24,14,0,13,15,10,8,49,26,36,11,11,18,4,2,9,8,12,0,7,11,10,0,10,3,12,38,12,11,7,10,10,8,8,0,4,14,2,2,0,0,8,4,9,3,11,12,16,24,0,13,11,0,5,2,0,0,0,12,2,0,0,23,3,0,2,0,3,0,0,4,12,0,0,8,15,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 152",16,22,22,23,22,15,21,6,27,9,24,10,8,9,2,16,23,5,18,94,45,12,0,18,35,19,7,9,7,7,1,12,3,19,2,13,15,20,31,8,10,14,8,8,10,1,0,7,10,0,5,0,0,12,11,0,6,32,13,41,16,0,3,7,0,0,6,0,4,0,3,8,0,0,12,0,0,5,0,3,0,0,13,18,0,1,9,24,0,13,1,0,0,0,0,0,0,0,0,0
"Cell 153",36,16,17,16,21,16,29,3,24,6,16,12,38,11,0,7,27,19,8,72,19,27,6,18,27,4,2,15,15,7,0,6,5,13,0,3,4,11,37,9,9,8,17,18,7,15,0,8,2,0,9,0,0,6,0,12,0,11,9,31,15,0,14,5,1,0,9,2,0,0,3,7,1,0,14,6,0,16,0,4,0,2,6,7,1,0,13,5,0,3,6,0,0,0,0,0,0,0,0,0
"Cell 154",18,22,24,22,25,11,21,11,36,7,30,7,19,11,0,13,12,32,12,107,18,41,26,5,21,8,0,12,12,4,0,6,2,15,0,2,9,14,42,5,25,0,14,17,14,16,0,6,8,0,19,0,0,8,0,4,0,7,6,49,7,0,4,9,0,0,0,4,4,1,5,1,6,0,16,1,0,9,0,15,0,1,4,2,0,5,14,11,0,8,0,0,0,1,0,0,0,0,0,0
"Cell 155",21,37,16,18,19,8,19,15,57,9,14,21,14,13,5,15,30,9,20,76,58,21,8,11,16,6,15,3,9,9,0,14,1,17,0,16,16,17,24,9,5,19,10,9,9,4,3,8,11,0,4,0,0,17,7,4,2,18,23,21,21,0,3,10,0,0,3,0,7,0,12,0,0,3,29,3,0,0,0,9,10,0,5,14,0,0,5,14,0,2,0,0,0,0,0,0,0,4,0,0
"Cell 156",23,23,8,14,16,6,27,12,28,10,31,30,12,44,10,34,7,6,26,57,55,21,11,16,22,2,6,10,17,17,0,6,15,10,0,11,8,13,25,22,9,11,6,8,10,3,1,9,10,0,12,0,0,11,12,0,11,15,21,29,38,0,6,7,0,1,8,4,3,0,11,0,3,0,20,5,0,1,0,3,0,0,7,9,0,0,6,27,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 157",14,19,19,16,20,4,33,10,26,7,40,14,17,14,0,11,6,12,20,78,41,28,8,12,13,14,0,9,8,12,0,6,17,13,0,6,11,13,35,11,22,6,14,14,19,12,0,7,8,0,9,0,0,6,2,4,3,15,4,26,10,0,10,7,0,0,8,1,0,0,8,0,0,0,13,3,0,6,0,7,0,0,9,10,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 158",40,23,27,16,10,19,27,24,36,8,27,29,22,9,5,21,23,9,29,85,36,15,7,26,12,9,13,5,16,20,0,10,7,16,0,16,7,29,39,11,4,11,4,2,3,1,0,5,10,1,7,0,0,19,0,2,7,12,20,22,22,0,1,13,0,0,0,0,3,0,16,0,0,1,13,2,0,2,0,5,6,0,4,16,0,0,3,16,0,3,0,0,0,0,0,0,0,3,0,0
"Cell 159",31,16,15,19,9,8,19,6,29,11,17,20,18,16,5,19,23,15,22,59,36,18,11,10,21,13,14,6,13,6,0,2,9,14,0,14,4,23,26,10,7,19,3,8,6,6,0,0,12,0,14,0,0,16,0,4,6,12,19,24,10,0,10,12,0,3,2,2,0,0,10,0,0,1,31,0,0,1,0,7,2,0,4,10,0,0,11,22,0,2,3,0,0,0,0,0,0,0,0,0
"Cell 160",20,19,15,16,24,16,25,4,30,14,28,15,29,17,1,18,16,11,15,52,28,27,2,16,45,15,2,13,18,13,0,9,13,16,0,6,6,12,44,12,15,11,8,12,9,7,0,4,9,0,6,0,0,6,3,6,1,23,11,28,13,0,8,5,0,0,9,0,1,0,3,6,3,0,28,4,1,10,1,4,1,1,3,5,3,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 161",42,33,33,22,16,8,20,12,27,15,29,18,25,6,3,12,25,25,27,82,44,19,9,14,12,4,12,4,19,17,0,11,7,14,1,7,11,22,24,15,7,7,7,6,15,4,0,1,10,0,8,0,0,13,5,3,8,13,13,30,20,0,14,6,0,0,3,0,5,0,7,0,0,0,26,7,0,4,0,1,5,0,5,10,0,0,8,8,0,5,1,0,0,0,0,0,0,0,0,0
"Cell 162",18,22,26,24,20,16,14,10,36,6,20,5,16,8,0,9,25,14,16,74,34,40,3,6,22,5,9,3,17,8,0,11,13,13,0,4,12,28,48,11,19,16,10,8,6,14,2,4,16,0,11,0,0,10,0,2,0,21,15,23,13,0,6,5,0,0,6,2,0,0,6,2,3,0,39,6,0,7,0,12,0,0,2,15,2,0,9,18,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 163",17,25,22,16,28,12,15,21,22,2,37,17,12,24,0,16,9,11,35,77,42,20,12,17,24,6,2,4,9,12,0,6,14,9,0,9,11,13,29,21,6,16,6,9,10,0,2,19,26,0,6,0,0,6,7,2,7,18,6,13,22,0,4,3,0,3,4,1,0,0,5,0,10,0,11,5,0,3,0,16,1,0,12,11,0,0,7,18,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 164",19,14,16,24,21,5,25,3,25,7,16,12,33,11,2,21,12,10,29,73,22,29,8,13,21,22,5,13,6,12,0,5,11,13,1,4,4,8,42,18,20,20,1,23,19,9,0,2,8,0,1,0,0,3,0,2,5,25,5,10,14,0,5,6,0,0,9,0,0,0,8,3,6,0,15,11,0,11,0,13,5,0,7,10,3,0,26,11,0,0,1,3,1,0,0,0,0,0,3,0
"Cell 165",27,33,30,39,12,21,27,20,38,10,24,15,11,15,4,13,10,10,21,60,38,20,5,12,19,5,12,3,17,9,0,15,4,26,0,18,13,25,33,3,7,6,20,11,10,4,3,9,7,0,8,0,0,18,3,8,3,16,23,38,15,0,2,16,0,3,0,0,5,0,3,0,0,3,25,3,0,0,0,3,1,0,8,8,0,0,2,6,0,7,0,0,0,0,0,0,0,3,0,0
"Cell 166",22,25,9,13,20,7,49,11,17,9,25,14,26,19,3,12,16,12,17,76,34,14,10,17,22,11,2,5,13,7,0,6,9,20,0,6,11,12,22,14,4,10,7,8,10,3,0,7,8,0,10,0,0,16,10,5,6,9,10,32,18,0,10,6,0,0,4,4,2,0,6,0,2,0,14,4,0,10,0,3,2,0,8,10,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 167",12,19,26,18,11,14,21,9,25,6,38,10,13,13,3,17,37,14,20,90,23,33,8,13,23,7,3,3,11,6,0,8,4,20,2,6,10,22,31,5,14,8,12,11,3,10,0,8,7,0,14,0,0,12,0,9,5,13,12,19,14,1,8,11,0,0,3,4,2,0,4,4,4,0,12,6,0,6,0,9,0,0,4,14,0,0,15,16,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 168",28,32,6,17,23,13,24,13,32,15,25,22,10,9,10,24,15,6,36,93,42,20,4,10,22,6,5,6,6,20,0,17,8,35,0,16,16,22,14,10,10,29,2,4,11,1,0,11,17,0,5,0,0,17,6,0,14,18,6,19,19,0,9,11,0,0,4,0,0,0,11,0,0,0,30,1,0,1,0,4,4,0,14,35,0,0,6,21,0,0,0,0,0,0,1,1,0,0,0,0
"Cell 169",19,10,17,15,6,9,43,13,23,2,23,23,18,23,6,14,15,14,16,69,26,9,14,32,26,13,2,12,11,8,0,8,14,6,0,11,9,3,25,11,11,10,11,19,13,10,2,6,10,0,1,0,0,8,1,6,6,21,11,18,13,0,9,5,0,0,11,0,7,0,11,0,5,0,8,6,0,6,0,6,3,0,5,9,0,0,7,22,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 170",24,22,30,30,28,24,36,7,26,8,28,19,34,9,0,7,9,22,11,67,17,22,8,11,8,9,7,5,23,7,0,13,6,9,0,4,0,28,41,7,14,7,17,4,4,10,0,8,7,1,5,0,0,10,0,11,2,8,6,23,8,0,6,8,0,0,2,3,7,0,2,6,4,0,17,0,0,10,0,2,4,0,3,5,0,0,9,2,0,4,0,0,0,0,0,0,0,0,2,0
"Cell 171",16,13,43,23,17,11,16,4,28,2,28,9,20,6,0,27,11,23,11,68,25,30,8,17,31,9,0,7,7,13,0,8,12,9,3,1,5,9,62,14,34,5,15,20,8,18,4,2,10,0,3,0,0,8,0,4,1,43,14,19,9,0,14,4,0,3,8,3,0,0,2,3,7,0,29,7,0,12,4,14,0,3,5,1,6,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 172",34,28,28,19,29,8,18,14,36,4,27,20,9,9,2,10,16,18,21,87,25,22,5,7,17,4,3,4,15,6,0,20,5,20,1,8,16,22,38,6,15,6,11,13,19,5,3,5,11,1,9,0,5,8,1,0,7,36,5,17,5,0,2,8,0,0,3,0,0,0,2,4,1,0,11,1,0,6,0,4,0,0,7,10,0,0,6,10,0,7,0,0,0,0,0,2,0,0,0,0
"Cell 173",19,22,15,23,8,3,32,15,39,13,27,27,14,12,7,12,7,15,30,55,37,24,6,14,14,10,8,4,9,21,0,11,7,15,0,10,12,31,34,6,5,14,3,9,20,2,1,20,8,0,10,0,0,7,8,3,8,14,6,26,17,0,1,15,0,0,5,4,5,0,14,1,4,0,18,9,0,3,0,6,8,0,7,20,0,0,13,14,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 174",13,19,19,15,35,16,13,9,33,18,20,20,17,10,2,13,19,16,11,94,37,28,6,8,22,8,1,8,14,4,0,8,4,16,0,5,9,21,43,9,17,11,9,9,8,6,3,8,9,4,7,0,0,21,4,8,0,18,15,42,13,0,4,13,0,0,2,3,3,0,8,2,3,0,13,2,0,4,0,7,6,0,7,15,0,0,11,20,0,12,0,0,0,0,0,0,0,0,0,0
"Cell 175",26,27,17,46,23,10,21,30,26,3,30,15,19,10,0,30,11,11,27,94,54,19,12,10,14,10,3,11,21,13,0,9,8,19,0,9,7,14,29,16,8,4,7,8,5,3,2,9,17,0,4,0,0,8,1,0,4,25,16,29,20,0,2,6,0,0,1,0,4,0,11,2,0,0,14,3,0,2,0,14,0,0,6,16,0,0,2,23,0,8,0,0,0,0,0,0,0,1,0,0
"Cell 176",19,22,25,17,7,13,21,10,38,8,10,10,28,5,0,19,9,21,7,104,23,24,3,12,45,20,0,6,8,20,0,9,6,19,0,7,9,22,49,10,12,4,15,9,29,11,4,2,6,0,9,0,0,13,0,3,0,12,7,17,12,0,7,9,0,0,3,7,0,0,9,5,3,0,17,0,0,14,0,6,3,2,4,8,0,0,10,24,2,0,0,0,0,0,0,0,0,0,0,0
"Cell 177",24,33,23,28,17,8,35,11,48,14,15,20,6,15,1,9,14,16,21,65,34,25,8,7,20,8,7,2,16,9,0,16,5,20,0,15,18,15,28,9,12,5,9,9,9,7,3,8,5,1,9,0,0,11,0,1,2,30,11,20,15,0,1,6,0,5,1,0,5,0,4,4,0,0,20,6,0,3,0,3,0,0,7,13,0,1,11,5,0,5,0,0,0,0,0,0,0,2,0,0
"Cell 178",15,29,22,30,6,17,22,13,48,13,23,18,19,20,4,11,17,6,35,70,55,12,2,8,27,18,5,9,13,16,0,12,8,25,1,10,11,19,24,12,11,15,8,4,18,2,3,17,14,0,5,0,2,14,3,0,3,29,8,32,23,0,0,11,0,0,1,0,3,0,13,6,0,0,22,0,0,4,0,10,0,0,12,16,0,1,5,15,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 179",25,19,19,30,19,3,28,10,29,8,18,19,15,15,2,12,14,15,22,108,32,19,16,13,27,11,3,3,19,9,0,11,5,16,0,6,4,23,34,8,12,9,8,9,16,4,3,6,7,1,8,0,1,6,3,5,2,19,9,25,12,0,8,10,0,0,4,5,0,0,4,3,0,0,9,4,0,7,0,4,3,0,8,6,0,2,11,4,0,7,1,0,0,0,0,2,0,0,0,0
"Cell 180",35,28,18,10,17,14,22,15,28,5,18,14,16,7,5,23,10,16,19,71,38,28,8,16,41,17,0,14,7,15,0,8,4,22,0,8,15,11,34,10,10,9,8,14,8,3,2,2,15,0,2,0,0,19,0,2,4,25,11,15,21,0,2,6,0,0,8,0,1,0,8,0,12,0,21,3,0,6,0,5,0,0,16,11,0,0,7,19,0,5,0,0,1,0,0,0,0,0,0,0
"Cell 181",19,30,39,9,23,7,35,11,30,18,27,20,22,10,0,18,14,9,18,97,48,32,5,24,24,12,3,13,19,12,0,8,13,14,0,8,7,18,32,19,8,13,7,13,6,4,0,3,17,0,8,0,0,12,2,4,7,8,18,20,20,0,8,4,0,0,4,4,3,0,6,0,0,0,12,11,0,0,0,8,0,0,2,6,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 182",34,27,31,12,14,16,35,16,22,3,17,23,14,6,0,8,7,23,9,55,20,31,8,23,18,11,5,5,26,2,0,6,2,13,0,5,11,22,46,8,10,6,24,16,8,15,7,8,3,0,8,0,0,12,0,9,0,20,12,15,14,0,5,9,0,2,3,0,6,0,5,0,7,0,12,12,0,5,0,6,0,0,5,5,0,0,14,5,0,6,0,0,0,2,0,0,0,0,0,0
"Cell 183",35,30,29,7,45,6,37,6,29,8,33,20,20,15,2,8,16,16,20,58,18,30,17,22,17,9,3,11,27,10,0,9,11,6,0,4,2,8,31,19,14,6,10,18,19,7,0,11,12,0,5,0,0,4,0,7,3,22,7,11,12,0,18,3,0,0,13,0,1,0,11,0,6,0,6,4,0,15,0,4,0,0,3,5,1,0,19,7,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 184",20,30,24,19,24,31,37,7,21,11,37,11,25,7,0,13,18,11,14,84,17,19,2,9,23,7,1,9,9,6,0,3,7,8,4,2,9,15,37,6,11,7,14,11,8,7,0,4,5,0,4,0,0,2,0,3,0,8,6,28,12,0,9,8,0,0,5,5,1,0,2,8,0,0,9,0,0,12,0,1,0,0,1,13,1,1,3,13,0,2,0,0,0,0,0,0,1,0,2,0
"Cell 185",18,35,27,15,24,4,21,12,31,21,19,14,13,8,0,13,21,29,17,75,30,13,12,18,7,17,4,7,14,15,0,15,11,23,4,3,12,18,70,7,14,3,13,6,31,5,5,7,8,3,4,0,4,3,0,0,3,16,1,35,7,0,3,4,0,0,3,5,4,0,8,3,0,0,8,0,0,9,0,1,5,0,2,6,0,2,8,8,0,3,0,0,0,0,0,0,0,1,0,0
"Cell 186",22,28,25,29,33,13,29,10,50,9,23,25,14,16,0,21,16,18,14,39,19,26,20,15,18,6,5,1,18,3,0,7,2,10,1,14,16,17,26,4,8,7,10,13,10,7,2,6,11,2,5,0,0,18,0,5,0,17,14,27,4,0,6,11,0,0,0,0,8,0,12,4,2,0,16,0,0,9,0,3,7,0,1,9,0,5,1,7,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 187",15,25,6,38,17,14,14,6,44,17,15,14,10,11,0,15,19,12,14,83,27,37,8,10,38,10,3,9,17,11,0,9,8,13,2,7,16,11,33,9,13,3,25,14,15,10,6,11,4,0,3,0,3,9,0,4,3,35,7,40,16,0,8,8,0,1,1,5,3,2,0,5,0,0,8,2,0,6,0,5,0,0,4,12,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 188",32,43,14,40,13,9,8,10,35,26,12,9,7,9,4,24,9,7,15,87,35,25,7,14,27,5,4,5,7,17,0,18,3,22,0,13,12,21,34,7,9,16,6,10,15,2,3,1,10,0,6,0,0,12,6,0,4,16,20,28,27,0,14,12,0,2,8,0,0,0,15,5,0,0,25,5,0,0,0,6,0,0,8,20,0,0,4,13,0,4,0,0,0,0,0,2,0,8,0,0
"Cell 189",10,32,26,27,17,10,9,7,29,4,15,12,14,7,0,10,6,22,12,85,36,23,15,21,27,10,1,7,7,10,0,14,4,14,5,5,8,16,60,8,15,8,18,20,5,7,7,5,2,0,7,0,0,4,0,3,0,13,19,48,14,0,8,3,0,0,0,4,0,1,0,9,0,0,12,3,0,6,0,6,0,0,6,6,0,0,6,11,2,2,0,0,0,0,0,0,0,0,0,0
