"","Gene1","Gene2"
"1704","Gene 86","Gene 97"
"1705","Gene 86","Gene 100"
"1706","Gene 87","Gene 8"
"1707","Gene 87","Gene 17"
"1708","Gene 87","Gene 22"
"1709","Gene 87","Gene 23"
"1710","Gene 87","Gene 34"
"1711","Gene 87","Gene 43"
"1712","Gene 87","Gene 44"
"1713","Gene 87","Gene 53"
"1714","Gene 87","Gene 60"
"1715","Gene 87","Gene 62"
"1716","Gene 87","Gene 71"
"1717","Gene 87","Gene 72"
"1718","Gene 87","Gene 74"
"1719","Gene 87","Gene 75"
"1720","Gene 87","Gene 78"
"1721","Gene 87","Gene 80"
"1722","Gene 87","Gene 84"
"1723","Gene 87","Gene 95"
"1724","Gene 87","Gene 98"
"1725","Gene 88","Gene 4"
"1726","Gene 88","Gene 16"
"1727","Gene 88","Gene 25"
"1728","Gene 88","Gene 29"
"1729","Gene 88","Gene 35"
"1730","Gene 88","Gene 38"
"1731","Gene 88","Gene 49"
"1732","Gene 88","Gene 50"
"1733","Gene 88","Gene 54"
"1734","Gene 88","Gene 58"
"1735","Gene 88","Gene 68"
"1736","Gene 88","Gene 77"
"1737","Gene 88","Gene 78"
"1738","Gene 88","Gene 96"
"1739","Gene 89","Gene 5"
"1740","Gene 89","Gene 7"
"1741","Gene 89","Gene 9"
"1742","Gene 89","Gene 25"
"1743","Gene 89","Gene 29"
"1744","Gene 89","Gene 34"
"1745","Gene 89","Gene 42"
"1746","Gene 89","Gene 43"
"1747","Gene 89","Gene 44"
"1748","Gene 89","Gene 49"
"1749","Gene 89","Gene 52"
"1750","Gene 89","Gene 56"
"1751","Gene 89","Gene 59"
"1752","Gene 89","Gene 67"
"1753","Gene 89","Gene 68"
"1754","Gene 89","Gene 77"
"1755","Gene 89","Gene 90"
"1756","Gene 89","Gene 94"
"1757","Gene 89","Gene 95"
"1758","Gene 89","Gene 99"
"1759","Gene 90","Gene 1"
"1760","Gene 90","Gene 7"
"1761","Gene 90","Gene 8"
"1762","Gene 90","Gene 13"
"1763","Gene 90","Gene 15"
"1764","Gene 90","Gene 21"
"1765","Gene 90","Gene 24"
"1766","Gene 90","Gene 29"
"1767","Gene 90","Gene 30"
"1768","Gene 90","Gene 32"
"1769","Gene 90","Gene 36"
"1770","Gene 90","Gene 41"
"1771","Gene 90","Gene 52"
"1772","Gene 90","Gene 60"
"1773","Gene 90","Gene 62"
"1774","Gene 90","Gene 63"
"1775","Gene 90","Gene 65"
"1776","Gene 90","Gene 66"
"1777","Gene 90","Gene 77"
"1778","Gene 90","Gene 85"
"1779","Gene 90","Gene 89"
"1780","Gene 90","Gene 96"
"1781","Gene 90","Gene 99"
"1782","Gene 91","Gene 1"
"1783","Gene 91","Gene 10"
"1784","Gene 91","Gene 13"
"1785","Gene 91","Gene 20"
"1786","Gene 91","Gene 22"
"1787","Gene 91","Gene 28"
"1788","Gene 91","Gene 32"
"1789","Gene 91","Gene 35"
"1790","Gene 91","Gene 47"
"1791","Gene 91","Gene 51"
"1792","Gene 91","Gene 55"
"1793","Gene 91","Gene 60"
"1794","Gene 91","Gene 63"
"1795","Gene 91","Gene 66"
"1796","Gene 91","Gene 67"
"1797","Gene 91","Gene 70"
"1798","Gene 91","Gene 72"
"1799","Gene 91","Gene 73"
"1800","Gene 91","Gene 81"
"1801","Gene 91","Gene 95"
"1802","Gene 92","Gene 5"
"1803","Gene 92","Gene 7"
"1804","Gene 92","Gene 9"
"1805","Gene 92","Gene 11"
"1806","Gene 92","Gene 19"
"1807","Gene 92","Gene 24"
"1808","Gene 92","Gene 29"
"1809","Gene 92","Gene 38"
"1810","Gene 92","Gene 46"
"1811","Gene 92","Gene 60"
"1812","Gene 92","Gene 63"
"1813","Gene 92","Gene 64"
"1814","Gene 92","Gene 68"
"1815","Gene 92","Gene 69"
"1816","Gene 92","Gene 76"
"1817","Gene 92","Gene 80"
"1818","Gene 92","Gene 83"
"1819","Gene 92","Gene 85"
"1820","Gene 92","Gene 98"
"1821","Gene 92","Gene 99"
"1822","Gene 93","Gene 5"
"1823","Gene 93","Gene 10"
"1824","Gene 93","Gene 18"
"1825","Gene 93","Gene 21"
"1826","Gene 93","Gene 29"
"1827","Gene 93","Gene 39"
"1828","Gene 93","Gene 66"
"1829","Gene 93","Gene 67"
"1830","Gene 93","Gene 77"
"1831","Gene 93","Gene 94"
"1832","Gene 93","Gene 96"
"1833","Gene 93","Gene 99"
"1834","Gene 94","Gene 6"
"1835","Gene 94","Gene 7"
"1836","Gene 94","Gene 18"
"1837","Gene 94","Gene 19"
"1838","Gene 94","Gene 21"
"1839","Gene 94","Gene 32"
"1840","Gene 94","Gene 41"
"1841","Gene 94","Gene 42"
"1842","Gene 94","Gene 43"
"1843","Gene 94","Gene 46"
"1844","Gene 94","Gene 47"
"1845","Gene 94","Gene 51"
"1846","Gene 94","Gene 53"
"1847","Gene 94","Gene 54"
"1848","Gene 94","Gene 62"
"1849","Gene 94","Gene 65"
"1850","Gene 94","Gene 82"
"1851","Gene 94","Gene 89"
"1852","Gene 94","Gene 93"
"1853","Gene 95","Gene 8"
"1854","Gene 95","Gene 9"
"1855","Gene 95","Gene 10"
"1856","Gene 95","Gene 12"
"1857","Gene 95","Gene 13"
"1858","Gene 95","Gene 15"
"1859","Gene 95","Gene 16"
"1860","Gene 95","Gene 19"
"1861","Gene 95","Gene 21"
"1862","Gene 95","Gene 26"
"1863","Gene 95","Gene 27"
"1864","Gene 95","Gene 28"
"1865","Gene 95","Gene 35"
"1866","Gene 95","Gene 36"
"1867","Gene 95","Gene 38"
"1868","Gene 95","Gene 42"
"1869","Gene 95","Gene 46"
"1870","Gene 95","Gene 54"
"1871","Gene 95","Gene 57"
"1872","Gene 95","Gene 66"
"1873","Gene 95","Gene 69"
"1874","Gene 95","Gene 70"
"1875","Gene 95","Gene 73"
"1876","Gene 95","Gene 74"
"1877","Gene 95","Gene 82"
"1878","Gene 95","Gene 87"
"1879","Gene 95","Gene 89"
"1880","Gene 95","Gene 91"
"1881","Gene 95","Gene 97"
"1882","Gene 96","Gene 5"
"1883","Gene 96","Gene 7"
"1884","Gene 96","Gene 8"
"1885","Gene 96","Gene 15"
"1886","Gene 96","Gene 16"
"1887","Gene 96","Gene 20"
"1888","Gene 96","Gene 22"
"1889","Gene 96","Gene 23"
"1890","Gene 96","Gene 29"
"1891","Gene 96","Gene 43"
"1892","Gene 96","Gene 56"
"1893","Gene 96","Gene 58"
"1894","Gene 96","Gene 60"
"1895","Gene 96","Gene 78"
"1896","Gene 96","Gene 80"
"1897","Gene 96","Gene 81"
"1898","Gene 96","Gene 83"
"1899","Gene 96","Gene 88"
"1900","Gene 96","Gene 90"
"1901","Gene 96","Gene 93"
"1902","Gene 96","Gene 97"
"1903","Gene 96","Gene 99"
"1904","Gene 97","Gene 2"
"1905","Gene 97","Gene 9"
"1906","Gene 97","Gene 15"
"1907","Gene 97","Gene 16"
"1908","Gene 97","Gene 17"
"1909","Gene 97","Gene 23"
"1910","Gene 97","Gene 29"
"1911","Gene 97","Gene 36"
"1912","Gene 97","Gene 38"
"1913","Gene 97","Gene 62"
"1914","Gene 97","Gene 71"
"1915","Gene 97","Gene 73"
"1916","Gene 97","Gene 74"
"1917","Gene 97","Gene 78"
"1918","Gene 97","Gene 80"
"1919","Gene 97","Gene 82"
"1920","Gene 97","Gene 84"
"1921","Gene 97","Gene 86"
"1922","Gene 97","Gene 95"
"1923","Gene 97","Gene 96"
"1924","Gene 97","Gene 99"
"1925","Gene 98","Gene 28"
"1926","Gene 98","Gene 34"
"1927","Gene 98","Gene 35"
"1928","Gene 98","Gene 40"
"1929","Gene 98","Gene 57"
"1930","Gene 98","Gene 59"
"1931","Gene 98","Gene 61"
"1932","Gene 98","Gene 65"
"1933","Gene 98","Gene 69"
"1934","Gene 98","Gene 78"
"1935","Gene 98","Gene 87"
"1936","Gene 98","Gene 92"
"1937","Gene 99","Gene 5"
"1938","Gene 99","Gene 17"
"1939","Gene 99","Gene 32"
"1940","Gene 99","Gene 44"
"1941","Gene 99","Gene 46"
"1942","Gene 99","Gene 51"
"1943","Gene 99","Gene 54"
"1944","Gene 99","Gene 55"
"1945","Gene 99","Gene 58"
"1946","Gene 99","Gene 60"
"1947","Gene 99","Gene 66"
"1948","Gene 99","Gene 67"
"1949","Gene 99","Gene 69"
"1950","Gene 99","Gene 71"
"1951","Gene 99","Gene 74"
"1952","Gene 99","Gene 76"
"1953","Gene 99","Gene 80"
"1954","Gene 99","Gene 85"
"1955","Gene 99","Gene 89"
"1956","Gene 99","Gene 90"
"1957","Gene 99","Gene 92"
"1958","Gene 99","Gene 93"
"1959","Gene 99","Gene 96"
"1960","Gene 99","Gene 97"
"1961","Gene 100","Gene 7"
"1962","Gene 100","Gene 9"
"1963","Gene 100","Gene 25"
"1964","Gene 100","Gene 33"
"1965","Gene 100","Gene 36"
"1966","Gene 100","Gene 48"
"1967","Gene 100","Gene 50"
"1968","Gene 100","Gene 53"
"1969","Gene 100","Gene 57"
"1970","Gene 100","Gene 58"
"1971","Gene 100","Gene 63"
"1972","Gene 100","Gene 67"
"1973","Gene 100","Gene 70"
"1974","Gene 100","Gene 74"
"1975","Gene 100","Gene 85"
"1976","Gene 100","Gene 86"
