"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 481",15,20,11,16,20,9,27,11,34,12,10,8,17,8,0,6,4,10,26,70,22,18,9,17,36,11,4,9,8,4,0,18,3,29,0,10,9,19,65,6,11,7,4,9,17,7,5,8,8,0,1,0,1,4,4,6,12,21,10,15,27,0,4,11,0,0,8,0,0,0,3,1,0,0,20,5,0,1,0,11,0,0,5,10,0,0,11,13,0,0,0,1,0,0,0,0,0,0,0,0
"Cell 482",13,31,27,33,24,6,33,29,39,12,20,25,25,19,2,14,3,28,25,112,40,22,12,13,14,12,3,4,6,14,0,16,5,6,5,9,3,5,21,6,10,5,4,13,5,6,4,8,5,0,17,0,0,12,6,3,2,28,12,18,13,0,2,2,0,5,0,10,0,0,7,9,0,0,25,3,0,0,0,6,5,0,8,6,0,2,4,12,0,2,0,0,0,1,0,0,0,0,0,0
"Cell 483",15,35,8,22,20,8,17,9,34,8,24,16,15,8,0,11,17,4,24,76,40,8,10,17,23,11,4,3,26,19,0,6,2,11,0,4,13,14,55,8,10,6,14,17,15,4,4,10,4,4,9,0,0,6,0,6,4,16,9,22,20,0,8,9,0,0,3,0,7,0,9,3,6,0,32,5,0,4,0,6,0,0,12,15,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 484",17,49,22,10,21,11,25,18,28,9,15,15,9,12,5,26,5,19,26,103,32,32,19,14,10,12,9,9,15,21,0,16,4,17,4,9,11,8,29,12,11,12,6,14,2,3,0,2,13,0,10,0,0,28,2,0,1,33,18,15,27,0,5,6,0,0,0,13,5,0,3,4,5,2,22,8,0,10,0,0,1,0,8,18,0,1,5,30,0,1,0,0,0,0,0,2,0,2,0,0
"Cell 485",16,25,33,16,18,17,9,5,26,5,31,13,15,17,0,8,8,19,34,74,41,18,13,18,34,2,1,1,11,19,0,16,0,13,3,5,9,31,27,2,12,9,18,6,5,5,6,0,7,2,12,0,0,12,0,11,3,28,18,11,13,0,5,7,0,4,0,0,0,0,4,12,3,2,20,4,0,3,0,2,6,0,9,6,0,0,4,19,0,2,0,0,0,0,0,0,0,0,0,1
"Cell 486",30,37,18,24,20,7,18,12,18,17,14,22,13,17,2,12,10,22,26,83,40,28,9,9,7,8,9,15,23,5,0,8,11,22,0,7,8,27,43,8,12,6,8,18,13,15,0,7,18,0,5,0,0,4,5,13,2,22,20,30,31,0,4,7,0,1,3,2,1,0,5,0,0,0,21,8,0,4,0,0,1,0,3,10,0,0,14,21,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 487",13,39,9,10,38,5,24,20,41,27,7,10,10,13,0,7,24,18,24,62,72,17,20,9,10,11,4,2,38,7,0,9,10,14,0,9,7,17,37,19,11,6,10,16,14,4,1,5,5,0,9,0,0,4,0,2,0,15,19,24,28,0,2,10,0,0,3,0,9,0,8,0,0,0,16,5,0,15,0,0,0,0,3,9,0,0,11,14,0,3,0,0,3,0,0,0,0,0,0,0
"Cell 488",19,37,22,7,15,18,20,9,17,13,30,20,14,7,2,12,19,8,25,92,30,23,21,4,16,6,4,7,27,13,0,8,10,21,0,15,20,23,38,11,16,4,14,8,6,10,1,5,5,0,4,0,1,7,0,0,9,13,7,44,37,0,6,1,0,2,6,0,4,0,4,0,5,0,15,7,0,14,0,6,3,0,3,5,0,0,17,18,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 489",19,19,16,20,10,5,30,9,31,5,35,8,12,5,0,14,18,22,19,98,35,27,6,13,43,16,2,8,9,15,0,11,5,15,1,8,8,31,43,6,8,3,6,17,10,1,3,10,3,2,3,0,0,7,0,2,0,4,14,24,9,0,5,5,0,2,5,5,3,0,11,0,3,2,17,3,0,3,0,7,3,0,4,8,0,6,15,8,0,3,0,0,0,0,0,0,0,3,0,0
"Cell 490",11,22,22,25,7,8,22,6,27,4,13,9,16,4,0,11,13,14,39,107,33,19,3,21,14,11,3,6,11,21,0,14,2,20,3,5,13,24,38,11,12,10,22,10,16,5,3,2,8,0,7,0,0,8,0,3,6,16,12,17,31,0,6,7,0,0,8,4,0,0,4,5,0,0,25,11,0,0,0,11,5,0,14,2,0,0,21,20,0,0,0,0,0,0,0,0,0,1,0,2
"Cell 491",21,37,12,24,35,4,14,20,20,21,11,5,19,17,4,20,35,6,12,78,28,26,15,8,27,4,2,3,22,6,0,7,17,23,5,14,11,13,53,12,12,7,11,23,26,14,0,14,9,0,6,0,0,5,0,0,6,12,18,43,11,0,0,12,0,1,5,2,12,0,4,0,2,0,26,3,0,18,0,2,0,0,7,17,0,0,12,19,0,4,0,0,0,0,2,0,0,0,2,0
"Cell 492",25,35,25,30,19,10,46,14,26,17,25,13,15,12,0,30,16,22,12,75,34,25,2,14,23,13,8,9,8,9,0,9,7,13,0,16,18,29,36,4,4,8,14,6,4,6,2,1,5,0,4,0,0,14,0,2,5,21,18,33,18,0,5,7,0,2,6,2,3,0,12,2,2,0,12,2,0,4,0,9,3,0,7,22,0,0,9,14,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 493",27,25,21,15,28,21,25,9,37,7,17,16,35,9,0,9,23,22,16,75,23,27,10,6,30,21,15,16,8,18,0,8,7,24,0,8,5,26,37,10,14,11,7,11,7,12,0,4,6,0,6,0,0,9,0,0,0,21,13,29,5,2,10,8,0,0,1,5,2,0,5,0,2,0,23,0,0,9,0,2,0,0,0,6,1,0,8,9,0,7,1,0,0,0,0,2,0,0,0,0
"Cell 494",35,52,18,28,13,3,33,22,21,6,20,9,7,8,0,19,10,29,13,92,40,13,7,5,23,11,7,8,29,9,2,15,5,12,0,12,12,17,35,10,7,13,6,20,7,7,7,5,10,0,7,0,0,7,0,0,4,5,4,30,7,0,14,15,0,0,12,1,4,0,6,0,6,0,7,2,0,12,0,11,4,0,3,10,3,0,12,5,0,3,0,0,0,0,1,0,0,0,0,0
"Cell 495",30,26,18,13,8,14,18,10,34,7,23,8,20,4,1,19,17,24,16,73,33,23,7,10,21,15,9,7,12,10,0,16,7,15,0,7,10,18,40,6,25,6,11,9,9,4,0,5,26,0,6,0,0,9,0,0,1,12,10,23,11,0,8,2,0,0,7,5,5,0,0,2,1,0,13,2,0,3,0,5,0,0,17,10,0,0,11,21,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 496",23,26,19,23,8,16,21,9,41,10,18,16,14,9,0,8,24,19,40,108,30,23,6,13,13,17,0,6,24,6,3,7,3,30,7,0,11,22,35,20,12,6,8,7,5,13,0,5,7,0,6,0,0,4,0,6,7,19,9,49,18,0,4,11,0,3,4,0,2,0,4,11,2,0,17,0,0,3,0,6,0,0,11,8,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 497",36,49,14,37,27,2,28,15,25,12,19,18,8,21,5,21,26,4,8,74,33,8,16,5,18,11,10,1,9,13,0,8,10,30,0,16,9,14,25,5,15,5,4,13,16,12,0,19,6,0,9,0,0,8,1,0,14,16,8,32,12,0,8,4,0,0,3,0,8,0,13,1,0,0,18,20,0,10,0,0,0,0,0,12,0,0,6,16,0,10,0,0,0,0,0,0,0,1,0,0
"Cell 498",27,31,27,26,49,7,27,8,20,15,21,18,17,30,0,11,16,15,11,81,37,30,6,9,16,7,3,5,15,4,0,8,10,21,0,6,12,18,58,8,30,4,18,20,15,12,0,1,10,1,8,0,0,5,4,7,6,19,11,30,12,0,1,19,0,0,3,2,1,0,16,2,1,0,15,0,0,8,0,11,5,0,0,6,0,0,6,7,0,5,0,0,1,0,0,0,0,0,0,0
"Cell 499",18,24,49,34,21,9,34,3,35,7,32,8,21,11,0,15,6,20,14,90,36,21,11,16,17,5,4,7,13,27,0,13,0,15,3,5,7,32,23,8,10,9,8,14,4,6,5,1,7,0,6,0,0,8,0,0,0,12,25,13,4,0,1,5,0,2,0,0,0,0,13,1,0,0,18,5,0,9,0,0,0,0,10,10,0,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 500",17,30,27,27,24,14,10,11,50,7,13,14,18,6,0,11,20,8,16,86,34,25,10,18,21,6,9,9,8,2,0,5,5,22,0,11,12,27,37,10,9,4,14,7,17,5,2,0,11,0,10,0,0,7,0,3,6,14,10,33,18,0,5,4,0,4,2,1,1,0,11,0,2,0,23,4,0,0,0,4,0,0,6,8,0,0,7,20,0,2,2,0,0,0,0,0,0,6,0,0
"Cell 501",21,35,15,11,24,11,27,8,39,16,17,14,14,13,0,14,23,20,14,94,42,17,9,6,47,25,10,4,14,6,0,7,10,23,0,2,23,12,29,15,7,10,8,16,12,7,2,4,11,0,8,0,0,6,0,4,6,28,9,26,20,0,3,19,1,0,4,0,7,0,8,2,4,0,15,3,0,13,0,15,1,0,7,4,0,0,8,16,0,3,0,0,0,0,0,0,0,2,0,0
"Cell 502",17,23,51,23,18,9,21,7,39,5,20,8,23,8,0,10,23,16,17,88,31,24,5,20,34,8,4,12,9,11,0,13,2,17,0,9,5,32,45,14,12,5,14,6,18,5,2,0,2,0,1,0,1,18,0,3,6,15,11,15,20,0,8,14,0,0,5,2,3,0,7,0,0,0,16,7,0,3,0,1,2,0,14,7,0,0,8,14,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 503",24,24,23,17,25,6,17,8,44,12,18,7,5,6,0,7,16,17,15,65,30,17,6,15,31,6,3,6,17,4,0,7,9,18,0,11,20,36,39,10,14,6,12,13,11,0,0,9,4,1,8,0,0,13,0,3,4,11,6,21,14,0,2,8,0,4,3,0,11,0,5,4,0,0,19,6,0,2,0,5,0,0,3,6,0,2,10,12,0,3,0,0,0,0,0,0,0,4,0,0
"Cell 504",23,55,14,12,28,11,24,17,32,5,33,9,11,7,0,15,20,6,17,59,45,15,10,15,32,11,3,12,22,4,0,16,1,17,0,5,12,12,37,19,6,19,6,9,22,5,5,3,11,2,8,0,0,8,0,10,7,15,5,15,27,0,5,9,0,0,3,0,13,0,0,4,4,0,5,1,0,0,0,4,0,0,8,17,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 505",27,38,20,36,11,7,16,11,32,7,21,17,9,6,3,18,23,5,22,83,29,20,6,7,14,10,0,1,34,6,1,16,16,25,0,9,6,21,20,6,10,6,6,8,19,7,1,16,8,4,9,0,0,11,0,4,7,15,4,25,35,0,5,6,0,1,5,2,12,0,13,0,0,1,10,12,0,6,0,10,0,0,5,7,0,0,11,19,0,6,0,0,0,0,3,0,1,0,0,0
"Cell 506",32,24,21,46,22,4,27,16,33,22,13,27,28,18,2,13,16,18,14,85,52,21,15,8,26,11,9,2,8,6,0,17,9,10,0,8,4,26,20,3,6,7,5,8,4,9,0,3,9,0,5,0,0,5,2,7,1,11,7,34,12,0,5,6,0,4,4,0,2,0,8,7,0,1,19,7,0,4,0,6,0,0,9,6,1,2,3,17,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 507",20,47,26,38,6,14,14,10,29,8,16,24,11,8,2,9,14,10,23,64,29,27,8,11,12,14,3,7,15,9,0,17,10,15,1,12,2,14,13,12,10,13,12,7,4,10,0,5,16,0,2,0,0,13,1,0,1,13,15,32,18,0,6,8,0,1,2,0,1,0,0,7,1,0,24,8,0,4,0,5,0,0,11,18,1,0,9,15,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 508",23,27,18,32,28,11,19,13,38,6,22,12,21,12,0,11,23,11,13,70,20,22,4,14,16,7,8,8,8,16,0,12,5,17,0,17,10,12,32,7,9,4,18,19,3,2,0,15,14,0,6,0,0,9,0,13,1,22,4,21,11,0,7,12,0,5,2,0,2,0,4,0,0,0,13,9,0,2,0,7,0,0,1,10,0,0,10,12,0,8,0,0,0,0,0,1,0,0,0,0
"Cell 509",15,35,16,19,2,12,14,7,35,2,18,9,23,2,0,4,8,12,38,67,23,13,4,29,18,5,1,3,16,6,0,15,3,16,0,1,11,22,52,8,10,7,7,4,8,2,6,11,10,0,9,0,0,14,0,0,8,21,13,17,24,0,4,5,0,3,7,0,2,0,2,6,1,0,25,7,0,0,0,8,3,0,4,9,0,2,16,17,0,0,0,0,0,0,0,5,0,6,0,0
"Cell 510",20,38,15,16,22,19,40,10,36,11,17,24,14,9,0,13,46,17,20,99,39,22,18,12,24,10,0,6,25,10,0,12,12,15,0,5,15,25,14,13,17,8,5,14,2,3,0,4,13,0,9,0,3,9,0,3,1,6,17,42,24,0,5,9,0,1,8,4,9,0,8,3,12,0,24,10,0,3,0,3,0,0,1,12,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 511",16,38,24,11,28,16,24,14,19,9,22,19,17,16,10,8,10,13,16,78,33,18,14,18,32,9,8,3,7,11,0,28,6,18,0,11,17,13,29,6,12,5,11,7,9,2,2,4,4,0,4,0,0,19,1,6,6,13,9,13,14,3,0,21,0,0,0,0,8,0,4,3,0,0,17,6,0,5,0,1,0,0,3,16,0,0,6,17,0,2,0,1,0,0,0,0,0,0,0,0
"Cell 512",37,33,15,27,12,9,22,5,25,8,24,22,15,11,6,9,20,8,22,68,34,13,16,7,27,6,2,6,20,16,1,12,9,20,0,14,17,26,41,8,19,4,14,13,6,19,4,6,11,0,5,0,0,10,0,2,5,14,6,25,24,0,7,5,0,0,6,0,7,3,8,0,2,0,15,5,0,19,0,7,0,0,4,4,0,0,12,21,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 513",26,32,15,15,17,20,22,22,39,11,20,11,19,3,0,15,23,11,29,61,37,20,6,19,8,8,1,8,23,8,0,19,7,36,2,8,15,8,41,14,18,6,14,15,10,1,1,6,16,0,2,0,0,12,0,8,2,24,13,40,22,0,2,6,0,4,2,0,5,0,10,2,0,0,13,4,0,0,0,2,0,0,1,6,1,0,15,13,0,0,0,0,0,0,0,3,0,0,0,0
"Cell 514",14,37,16,34,17,17,14,9,44,14,20,12,16,9,0,19,18,13,23,71,30,17,4,15,30,10,2,1,13,20,0,10,8,15,3,5,4,27,50,5,15,10,12,6,9,10,2,1,11,0,8,0,0,2,0,9,4,27,11,34,9,0,5,8,2,0,8,4,4,0,6,3,1,0,27,2,0,1,0,5,4,0,8,9,0,4,11,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 515",28,26,40,23,23,26,25,16,26,15,28,24,10,24,7,11,11,11,13,75,52,25,13,9,26,11,9,5,7,5,0,14,7,21,0,11,12,14,50,16,21,5,12,11,18,6,2,0,6,4,6,0,0,24,6,0,0,8,18,20,11,0,2,8,0,4,0,2,0,0,8,0,6,0,16,6,0,6,0,3,3,0,5,5,0,2,7,21,0,5,0,0,0,0,0,0,0,2,0,0
"Cell 516",25,35,38,19,19,9,16,4,21,21,23,8,11,13,4,14,14,17,12,86,38,38,17,9,20,11,5,5,20,6,0,9,8,12,0,10,19,24,28,8,18,13,11,6,4,2,0,2,9,0,7,0,0,11,0,8,1,9,16,30,15,0,1,26,0,4,5,5,7,0,10,0,0,1,13,10,0,3,0,9,5,0,5,12,0,0,8,3,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 517",23,32,36,13,9,19,29,7,30,10,20,11,7,11,1,16,16,13,24,70,32,18,10,19,21,3,4,14,12,29,0,13,4,14,3,11,13,11,30,8,8,17,7,9,13,16,2,13,7,0,7,0,0,11,3,5,3,19,9,13,22,0,13,5,0,0,5,0,1,0,3,1,0,0,17,5,0,4,0,9,1,0,10,15,1,0,8,19,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 518",30,16,18,46,18,7,15,10,55,10,19,17,25,10,0,18,25,17,20,91,33,33,9,12,9,7,6,2,4,17,0,6,3,12,2,7,6,13,35,8,6,16,12,11,9,2,2,4,8,0,6,0,0,5,3,2,3,21,13,18,11,0,10,18,0,0,0,0,1,0,1,0,0,0,17,2,0,5,0,5,1,0,8,6,0,0,3,8,0,5,0,0,0,0,0,1,0,1,0,0
"Cell 519",25,38,15,16,17,17,17,8,18,6,19,9,12,5,3,19,16,13,15,89,26,26,3,4,17,17,3,12,7,9,0,9,3,16,0,10,10,34,21,11,6,24,17,5,3,5,1,8,14,0,5,0,0,7,2,1,2,11,12,19,23,0,5,7,0,0,0,0,2,0,2,0,1,0,21,7,0,7,0,8,0,0,8,8,0,0,21,12,0,5,0,0,0,0,0,0,1,0,0,0
"Cell 520",8,34,17,34,19,7,21,6,42,7,16,26,9,10,0,15,17,6,17,109,26,19,4,16,26,5,5,2,22,14,0,6,6,21,0,8,2,24,39,13,2,6,11,11,9,10,1,11,10,0,11,0,0,7,3,8,4,15,10,30,13,0,5,10,0,0,2,0,4,0,6,0,0,0,20,8,0,3,0,6,0,1,3,17,0,0,9,11,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 521",22,28,10,25,31,10,24,15,31,17,25,4,20,26,8,10,16,13,8,60,39,22,10,8,18,4,8,7,15,3,0,12,20,26,0,21,10,8,28,16,10,11,5,11,20,8,0,9,4,0,11,0,0,18,0,6,2,11,14,42,17,0,2,4,1,0,1,0,11,0,8,0,4,0,14,8,0,5,0,4,0,0,3,2,0,0,4,17,0,10,0,0,0,0,0,0,0,3,0,0
"Cell 522",14,33,21,25,25,7,25,11,28,9,31,18,16,13,0,47,12,20,14,78,38,28,12,22,9,7,4,0,19,19,0,3,5,9,2,8,16,15,23,14,10,11,9,6,11,1,0,4,4,2,6,0,0,10,1,2,0,22,29,16,20,0,9,4,1,6,2,9,2,0,15,9,0,0,24,6,0,3,0,1,2,0,3,15,0,5,4,5,0,2,0,0,0,1,0,0,0,0,0,0
"Cell 523",31,32,14,13,9,11,13,12,35,6,24,20,15,5,0,22,11,8,44,72,38,6,28,13,11,7,0,19,31,13,0,14,6,20,0,7,18,22,30,13,12,16,9,15,9,7,4,8,11,0,4,0,3,4,1,4,11,12,5,19,32,0,4,11,0,0,9,3,0,7,11,0,1,0,28,1,0,11,0,3,1,0,7,7,0,0,18,6,0,0,0,0,0,0,0,0,0,0,1,0
"Cell 524",15,27,28,21,16,20,10,14,26,6,20,7,11,12,1,16,18,11,20,63,26,20,8,10,19,8,3,3,25,1,0,5,7,16,0,10,16,27,45,13,14,0,19,9,5,4,1,7,10,0,6,0,0,5,0,0,8,30,23,25,13,0,7,6,0,0,5,0,4,0,9,3,5,0,26,3,0,3,0,2,3,0,2,15,0,0,13,14,0,6,0,0,0,0,0,2,0,0,0,0
"Cell 525",36,24,26,23,12,22,20,19,24,1,30,17,18,6,1,19,12,5,16,83,19,19,11,13,12,14,10,11,23,21,0,5,1,22,0,9,10,15,31,6,5,7,8,11,3,8,2,5,7,0,5,0,4,12,0,5,6,24,10,30,11,0,9,9,0,0,5,3,0,0,4,2,7,0,25,4,0,2,0,5,3,0,12,7,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 526",8,15,33,48,14,9,23,15,25,6,19,12,15,17,1,11,10,14,30,86,27,43,10,27,12,3,4,17,6,12,0,16,4,16,7,6,4,24,40,13,11,4,14,6,5,2,3,1,16,0,4,0,0,18,0,1,2,22,7,25,13,0,9,12,0,2,0,0,0,0,7,8,0,0,23,2,0,0,0,5,2,0,7,4,2,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 527",28,34,22,21,20,17,36,7,20,11,18,8,14,5,5,14,21,9,15,80,46,20,14,22,30,12,3,8,18,12,0,9,7,21,0,10,7,26,25,18,16,11,5,9,7,5,3,3,2,0,0,0,0,12,5,4,6,25,8,25,16,0,3,6,0,0,9,1,10,0,5,4,5,0,15,10,0,4,0,4,0,0,6,7,0,0,12,15,0,2,0,0,0,0,0,0,0,2,0,0
"Cell 528",43,40,30,15,15,4,26,16,48,20,21,17,22,11,0,15,19,18,13,85,37,28,6,11,18,6,6,13,11,8,0,4,10,18,0,7,10,13,28,5,14,18,13,6,6,2,0,1,13,0,5,0,0,6,0,7,4,14,18,16,13,0,4,7,0,2,5,2,0,0,17,0,2,0,25,6,0,4,0,3,6,0,1,19,0,0,5,8,0,4,1,0,0,0,0,0,0,0,0,0
"Cell 529",14,45,16,26,18,21,42,8,29,9,44,12,11,15,0,45,19,9,16,106,38,20,6,16,22,19,11,3,19,15,0,8,6,25,0,10,4,24,20,20,15,5,10,9,8,5,1,12,6,0,8,0,0,7,0,4,6,22,8,40,16,0,14,7,0,0,0,9,1,0,4,1,2,0,14,3,0,2,0,2,0,0,4,13,4,0,10,12,0,8,0,0,0,0,0,2,0,6,0,0
"Cell 530",26,46,24,21,14,10,20,22,21,10,15,26,11,8,0,18,15,15,19,77,22,19,8,22,19,4,2,9,15,9,0,9,8,19,0,4,13,11,39,3,18,6,6,9,21,5,3,8,15,0,4,0,0,9,3,9,0,22,9,20,19,0,10,9,0,3,4,0,5,0,9,3,0,0,33,12,0,2,0,5,1,0,9,27,0,0,9,10,0,2,0,0,0,0,0,0,0,6,0,0
"Cell 531",14,31,32,26,12,14,34,14,31,3,33,13,13,3,0,18,10,22,27,81,28,37,12,16,26,6,3,16,16,11,0,10,3,15,1,6,8,30,36,5,15,5,13,11,10,1,0,10,7,0,11,0,0,23,1,2,0,15,6,17,31,0,8,9,0,0,1,5,3,0,6,2,0,0,15,2,0,4,0,9,3,0,12,7,0,0,16,16,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 532",18,18,38,8,19,32,29,15,45,11,14,11,24,6,0,7,6,13,31,73,38,38,4,29,18,9,8,9,4,11,0,19,0,12,0,4,14,23,30,10,11,6,8,2,16,0,2,5,7,0,8,0,0,13,4,3,0,21,17,10,22,0,8,10,0,7,0,0,0,0,3,9,4,0,25,4,0,0,0,5,7,0,9,9,0,1,10,13,0,0,0,0,0,3,0,0,0,7,0,0
"Cell 533",32,39,15,3,10,10,29,18,42,8,14,13,14,2,0,11,11,6,23,48,49,5,22,9,38,5,0,10,14,6,1,26,2,10,0,7,15,9,20,14,12,26,4,23,11,8,3,3,9,0,4,0,0,4,0,0,12,12,9,28,24,0,3,4,0,0,3,0,11,0,0,0,7,0,7,12,0,12,0,2,0,0,7,17,0,0,19,12,0,0,0,0,4,0,2,0,0,0,0,0
"Cell 534",25,28,27,12,27,10,18,24,36,9,15,21,19,14,3,11,25,34,10,78,28,19,4,18,19,16,15,9,14,5,0,10,10,11,1,17,9,19,48,7,17,8,8,12,6,2,0,8,7,0,2,0,0,15,3,4,0,19,14,33,18,0,0,7,0,4,5,4,4,0,13,4,9,0,16,1,0,0,0,5,6,0,2,10,0,0,9,8,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 535",18,29,13,14,16,38,19,10,33,6,20,20,17,3,0,7,17,11,21,62,36,16,4,4,18,4,2,9,11,3,0,45,4,31,0,11,12,30,35,12,16,15,16,11,12,9,1,6,22,0,3,0,1,10,0,3,11,29,7,29,17,0,5,6,0,1,3,0,4,0,7,3,1,0,15,8,0,4,0,13,0,0,4,8,0,0,11,10,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 536",18,25,28,22,31,3,17,16,22,22,10,11,11,29,8,7,18,14,8,88,38,21,14,4,19,2,7,11,10,3,0,9,18,17,0,26,17,9,34,10,14,9,3,25,18,8,0,12,9,0,4,0,0,13,0,0,0,9,23,31,13,0,4,1,0,0,0,3,3,0,7,0,0,0,10,1,0,7,0,6,0,0,1,19,0,0,8,22,4,13,0,0,0,0,0,0,0,2,0,0
"Cell 537",22,23,15,25,8,13,18,13,29,4,15,21,18,4,3,10,10,13,22,81,18,17,11,15,15,0,2,8,10,8,0,17,2,17,2,6,20,9,26,17,13,5,24,14,7,2,2,8,5,0,10,0,0,19,1,5,5,14,15,18,32,0,6,6,0,4,1,0,0,1,3,2,0,0,24,5,0,1,0,8,0,0,10,8,0,0,7,21,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 538",19,54,41,36,8,12,45,14,36,3,26,25,12,2,2,21,5,28,21,86,25,22,5,16,12,9,7,16,15,13,0,15,3,14,0,6,2,26,61,2,11,6,5,5,14,3,2,5,13,0,7,0,0,13,0,0,0,10,7,20,11,0,16,2,0,3,4,0,1,0,3,1,3,0,15,3,0,2,0,8,8,0,4,7,1,0,7,11,0,0,1,0,0,0,0,0,0,3,0,0
"Cell 539",32,14,12,17,31,4,27,10,38,19,6,10,22,12,0,7,12,13,7,58,36,31,9,4,22,20,12,5,10,5,0,8,11,23,0,15,12,32,37,11,8,4,3,11,5,7,0,2,12,0,0,0,4,10,4,0,6,9,16,34,9,0,2,6,0,1,2,0,1,0,10,0,0,0,19,0,0,17,1,0,0,0,5,1,0,0,9,7,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 540",14,19,25,23,9,14,28,8,35,5,24,13,18,10,0,7,13,8,35,76,35,24,17,17,16,25,1,2,20,12,0,11,6,22,1,5,6,12,42,25,9,12,10,23,11,12,3,10,12,0,4,0,0,6,0,0,4,18,11,18,23,0,5,15,0,0,6,2,1,0,11,1,0,0,20,5,0,17,0,5,0,0,1,5,0,12,14,13,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 541",24,35,27,41,23,14,20,12,37,9,21,7,20,11,1,19,16,22,12,91,27,35,1,21,31,5,6,6,10,9,0,10,8,12,0,7,10,26,27,7,20,10,15,6,8,6,0,3,4,0,10,0,0,14,0,2,1,26,13,21,13,0,6,8,0,0,0,2,7,0,4,2,8,0,32,1,0,2,0,3,3,0,1,11,5,0,4,10,0,0,0,0,0,0,0,1,0,1,0,0
"Cell 542",21,31,42,27,24,9,35,9,28,10,22,13,20,10,0,17,8,22,20,109,33,19,8,31,27,6,3,2,12,15,0,20,6,12,0,7,11,19,54,12,5,17,7,13,9,10,6,6,15,0,4,0,0,6,3,0,0,18,7,28,21,0,1,4,0,0,9,5,4,0,0,0,4,0,21,1,0,6,0,0,4,0,7,6,0,2,7,17,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 543",17,20,35,18,20,22,15,5,32,9,13,10,20,22,2,14,11,10,21,78,43,27,11,12,25,15,5,7,7,10,0,18,2,13,0,14,10,22,54,6,12,9,9,15,7,4,7,8,8,0,7,0,0,18,0,3,0,24,14,15,18,0,10,17,0,0,0,0,0,0,7,0,0,0,9,3,0,3,0,0,0,0,8,7,0,0,8,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 544",19,26,28,25,15,15,19,13,33,10,30,24,15,21,3,19,14,23,19,89,49,23,6,12,29,6,3,4,7,2,0,17,13,12,0,11,15,25,48,4,16,13,6,11,6,8,0,8,8,0,13,0,0,26,0,13,0,27,7,18,26,0,7,8,0,0,1,3,0,0,10,5,6,0,19,10,0,1,0,3,4,1,6,10,0,0,14,22,0,3,0,0,0,0,0,0,2,0,0,0
