"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 3113",15,23,13,33,28,9,21,10,32,9,22,23,19,20,1,11,12,16,10,67,24,40,4,22,18,6,6,8,16,8,0,10,8,25,1,12,2,13,59,6,15,5,11,10,5,9,0,11,4,0,4,0,0,15,0,2,3,25,7,13,20,0,9,6,0,0,1,1,2,0,4,6,0,0,22,1,0,1,0,3,8,0,4,7,0,0,5,15,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 3114",19,23,21,26,12,15,28,11,47,4,19,15,21,3,0,22,14,16,17,66,23,23,4,29,27,9,7,10,16,11,0,7,2,12,0,3,13,38,45,3,16,10,18,9,5,0,3,3,10,0,5,0,0,14,0,12,3,26,9,21,13,0,14,4,0,0,2,5,0,0,3,7,0,0,38,4,0,0,0,4,3,0,5,12,0,0,12,27,0,0,3,0,0,0,0,0,0,3,0,0
"Cell 3115",18,32,21,8,19,9,10,12,29,2,13,24,10,12,2,11,15,20,10,77,26,28,5,7,10,10,3,4,11,21,0,8,8,3,0,11,11,21,34,6,14,3,13,9,7,9,3,7,22,0,8,0,0,8,4,15,0,13,19,25,16,0,13,2,0,0,4,7,12,0,3,5,0,0,25,0,0,3,0,5,0,0,2,4,0,0,14,8,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 3116",35,35,22,18,19,19,39,11,20,10,22,26,15,12,4,8,19,19,15,50,27,22,7,8,13,7,4,4,23,12,0,8,6,21,0,12,19,22,21,12,14,1,6,5,7,6,0,8,22,1,4,0,5,5,2,10,4,17,10,20,17,0,5,9,0,2,0,0,0,0,4,0,0,0,17,3,0,7,0,3,5,0,16,9,0,0,3,11,0,1,0,0,0,0,0,0,0,1,0,0
"Cell 3117",17,35,28,18,9,10,21,2,38,8,31,11,11,10,0,28,8,14,32,87,33,15,7,13,11,17,4,12,17,7,0,16,14,22,3,10,16,18,21,4,6,12,22,12,7,19,1,4,11,0,1,0,0,4,0,2,1,14,13,24,30,0,20,5,0,0,5,3,3,0,4,1,0,0,17,0,0,7,0,14,0,0,3,4,0,1,15,7,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 3118",20,22,11,30,14,5,18,17,29,14,10,24,25,9,0,6,19,16,12,79,43,24,7,23,21,10,9,3,11,11,0,14,2,19,0,5,11,18,40,15,12,5,11,6,27,0,3,7,12,0,3,0,0,22,0,2,2,27,11,23,8,0,3,18,0,0,0,0,10,0,2,4,7,0,17,4,0,2,0,0,0,0,1,8,0,5,2,14,0,4,0,0,0,0,0,0,0,4,0,0
"Cell 3119",35,24,3,14,28,7,34,13,33,8,39,10,15,16,8,25,27,11,7,90,24,10,12,7,27,19,7,8,10,4,0,7,13,18,2,23,8,38,28,13,13,14,3,14,6,15,0,6,6,0,7,0,0,17,0,1,8,15,13,28,15,0,4,7,0,0,6,3,12,1,9,0,3,0,8,6,1,18,1,4,0,0,4,15,4,0,10,16,1,6,0,0,0,0,0,0,0,0,0,0
"Cell 3120",43,25,24,16,21,11,31,12,29,10,19,6,10,8,2,18,19,22,13,95,21,30,3,9,18,10,11,5,17,11,0,14,13,13,0,9,4,29,29,6,22,7,7,14,9,12,4,1,12,3,10,0,0,5,0,3,0,22,18,21,17,0,3,10,0,3,9,3,2,0,8,0,7,0,17,1,0,7,0,10,1,0,3,8,2,0,12,11,0,6,1,0,0,0,0,0,0,0,1,0
"Cell 3121",35,37,20,30,36,14,9,16,37,8,28,24,16,17,7,17,18,21,3,75,42,33,8,18,22,5,8,7,15,3,0,17,10,22,0,14,24,24,29,6,7,3,6,11,12,3,0,1,14,2,5,0,0,14,2,7,0,19,13,29,10,0,3,4,0,7,4,2,4,0,15,1,7,0,12,2,0,1,1,3,2,0,0,6,2,0,2,4,0,9,0,0,0,0,0,0,0,0,0,0
"Cell 3122",32,20,9,23,21,26,23,15,34,16,24,16,20,6,0,20,15,4,17,66,48,19,6,24,17,14,2,21,10,11,0,16,2,30,3,4,9,19,41,16,10,5,12,6,8,4,5,13,16,0,6,0,0,8,0,6,14,28,14,12,22,0,0,5,0,2,8,0,5,0,7,6,7,0,9,8,0,0,0,7,0,0,17,7,0,1,12,15,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 3123",22,26,10,26,22,7,40,5,40,4,27,27,23,15,0,25,10,5,11,86,35,12,10,21,19,21,12,7,21,8,0,7,6,10,0,5,4,24,20,6,8,1,20,6,3,11,0,5,13,0,4,0,0,6,2,5,9,19,9,22,7,0,13,11,0,0,6,1,3,0,1,4,0,0,26,11,0,4,0,3,0,0,7,12,0,0,9,13,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 3124",10,23,21,29,44,2,29,15,47,14,28,12,19,20,4,15,18,11,9,59,47,21,10,14,17,8,12,3,14,14,0,14,13,9,0,21,8,20,34,8,14,15,16,7,6,2,0,4,13,0,14,0,0,19,0,6,4,19,17,32,7,0,5,7,0,0,0,0,1,0,7,0,1,0,10,0,0,8,1,9,0,0,7,7,0,0,7,5,0,6,0,0,0,0,0,0,0,5,0,0
"Cell 3125",24,41,14,22,16,5,27,7,24,6,34,16,12,7,1,29,13,13,16,77,25,19,13,11,28,8,3,6,14,15,0,9,5,8,2,9,15,33,58,9,23,9,9,12,14,6,4,16,9,0,0,0,0,8,0,0,3,14,13,24,9,0,8,16,0,4,11,1,3,0,13,4,0,0,16,4,0,5,0,17,2,0,10,13,0,0,18,7,0,0,0,0,0,0,0,0,0,3,0,0
"Cell 3126",23,24,19,17,39,14,26,16,25,24,20,15,16,28,8,8,31,19,13,92,48,30,9,8,13,6,8,7,6,10,0,11,8,20,0,21,15,13,28,10,7,8,14,22,10,9,0,6,12,0,7,0,0,12,0,5,0,6,29,29,12,0,2,3,1,5,1,5,9,0,6,0,12,0,10,9,0,9,0,1,0,1,1,6,0,0,8,22,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 3127",38,48,19,19,25,3,13,24,46,13,22,7,8,9,0,16,16,11,20,101,25,16,10,17,26,8,0,3,20,4,0,12,7,12,3,11,20,10,52,6,20,18,17,25,8,8,5,6,9,2,1,0,0,3,3,6,3,11,13,15,17,0,2,8,1,0,3,4,10,1,4,2,0,0,26,9,0,6,0,0,0,0,5,17,0,3,11,14,0,2,0,0,0,0,1,0,0,0,0,0
"Cell 3128",30,27,40,24,34,6,26,17,55,11,14,21,18,22,0,19,9,22,2,78,21,56,3,14,31,8,15,4,17,20,0,2,5,11,1,9,7,22,37,1,12,4,6,8,17,4,2,1,4,0,6,0,0,9,5,0,0,27,21,11,2,0,8,7,0,5,3,0,2,0,8,2,0,0,12,0,2,3,0,8,9,0,0,4,0,1,1,16,0,5,4,0,0,0,0,0,0,3,0,0
"Cell 3129",35,49,8,13,19,14,18,16,38,5,18,15,19,6,0,13,14,8,14,50,50,22,8,17,28,10,5,11,22,16,0,22,8,11,0,11,8,11,23,22,6,9,8,17,17,6,1,14,23,0,5,0,5,8,0,2,6,19,18,40,15,0,6,4,0,0,8,0,7,0,0,2,1,0,18,5,0,7,0,7,0,0,7,13,0,0,8,11,0,4,0,0,0,0,0,3,0,0,0,0
"Cell 3130",11,15,37,25,14,37,20,15,27,10,23,33,18,17,2,18,17,20,23,91,21,44,5,19,28,25,6,1,4,19,0,15,7,18,1,12,8,13,40,8,8,6,13,6,12,9,2,5,13,0,2,0,0,8,0,1,0,25,11,20,12,0,7,8,0,2,0,5,0,0,9,1,0,0,29,4,0,0,0,0,5,0,4,7,0,2,4,19,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 3131",37,31,19,22,35,6,25,15,30,11,21,12,19,15,4,9,12,10,9,71,39,22,14,11,12,3,5,6,11,10,0,11,6,10,4,23,5,23,38,10,7,15,5,19,7,15,4,4,8,0,3,0,0,10,2,0,2,9,5,29,10,0,4,3,0,0,4,0,4,0,8,0,1,0,11,12,0,12,0,2,4,0,10,10,0,0,4,27,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 3132",21,20,25,25,31,12,20,11,28,20,11,23,23,21,7,6,13,13,10,59,58,21,14,10,14,21,5,4,5,8,0,8,13,28,0,19,13,18,34,7,24,10,5,10,20,5,0,7,9,0,1,0,0,16,1,2,8,15,27,43,12,0,3,5,0,3,5,0,0,0,14,0,4,0,16,5,0,4,0,3,2,0,6,5,1,0,2,4,0,9,0,0,0,0,0,3,0,2,0,0
"Cell 3133",21,23,29,33,17,6,31,10,32,25,14,17,19,10,1,23,17,21,15,42,49,25,4,10,25,14,6,5,9,15,0,8,7,16,0,7,6,21,25,7,11,1,6,11,17,3,0,7,17,1,5,0,0,11,5,0,1,16,12,32,10,2,6,8,0,2,2,0,0,0,17,0,4,0,8,4,0,6,0,4,5,0,1,9,0,0,4,17,3,3,0,0,0,0,0,0,0,1,0,0
"Cell 3134",37,17,24,18,14,14,13,26,29,10,17,21,13,8,3,5,12,6,14,64,58,15,16,10,29,3,5,15,12,22,0,17,2,32,0,9,13,17,42,10,12,10,6,8,13,7,4,4,9,0,9,0,1,4,1,6,5,22,9,19,9,0,4,9,0,0,0,0,3,0,9,2,0,0,16,6,0,10,0,0,0,0,14,16,0,0,3,8,0,0,0,0,0,0,0,2,0,3,0,0
"Cell 3135",16,17,28,27,12,22,35,8,29,11,26,30,26,10,0,18,7,21,35,73,18,23,4,27,21,11,1,6,23,21,0,12,2,21,0,2,10,35,30,10,10,4,11,11,7,3,5,13,3,0,11,0,0,17,0,6,9,30,15,30,17,0,16,16,0,3,0,0,0,0,6,8,0,0,31,0,0,0,0,6,10,0,12,5,1,1,10,14,0,0,1,0,0,1,0,0,0,1,0,0
"Cell 3136",18,47,7,26,18,4,18,29,19,8,23,33,8,9,9,16,40,24,14,66,21,19,19,2,25,6,3,5,23,4,0,7,17,27,0,24,18,16,35,12,21,13,20,13,8,6,0,4,23,0,3,0,0,12,3,1,12,10,22,39,25,2,8,8,0,0,3,1,15,0,5,0,6,0,23,1,0,11,0,1,2,0,17,17,0,0,10,16,0,15,0,0,0,0,0,1,0,0,0,0
"Cell 3137",22,24,34,15,16,11,16,15,61,5,19,17,21,12,0,17,13,11,20,88,28,37,15,24,37,2,8,15,13,5,0,13,5,11,0,6,26,13,54,6,22,8,9,8,7,1,1,7,6,0,6,0,0,11,0,2,0,11,8,23,18,0,12,9,3,0,0,0,0,0,4,6,2,0,21,2,0,5,0,4,9,0,4,4,0,2,4,19,0,0,0,0,0,0,0,0,0,8,0,0
"Cell 3138",18,43,4,21,10,7,15,8,31,10,24,18,13,9,5,30,38,16,20,66,36,25,7,21,21,8,5,0,16,10,0,7,9,26,0,8,6,25,50,8,6,13,12,10,16,7,0,6,11,3,7,0,0,9,0,4,4,24,9,20,25,0,17,9,0,0,4,0,7,0,6,3,0,0,26,7,0,4,0,7,0,0,2,8,0,0,8,9,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 3139",28,33,16,30,10,6,15,4,29,2,14,13,20,3,1,17,13,9,21,72,19,16,4,14,11,14,4,13,20,17,0,14,0,8,0,4,23,24,47,5,10,3,16,4,11,4,5,1,10,0,6,0,0,17,0,3,2,17,4,17,16,0,4,5,0,1,9,0,1,0,9,11,4,0,31,9,0,1,0,7,0,0,8,8,0,0,9,18,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 3140",15,26,28,18,28,9,24,18,58,26,25,14,28,22,0,15,17,17,19,79,49,22,20,12,14,11,5,1,16,11,0,7,13,19,0,10,11,15,31,14,18,7,13,11,6,10,3,9,16,0,10,0,1,14,0,4,3,26,26,35,11,0,2,9,0,0,0,0,1,1,6,5,0,0,14,2,0,5,0,4,0,0,3,7,0,0,3,19,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 3141",39,34,18,20,26,1,22,15,24,6,33,12,18,12,1,18,24,16,9,88,20,23,5,14,17,11,10,8,12,14,0,2,5,6,0,12,13,18,11,4,19,4,8,14,9,15,0,4,13,0,7,0,6,11,2,5,3,15,20,53,6,0,7,6,0,0,5,4,2,0,3,4,0,0,15,1,0,5,3,2,11,0,3,11,0,0,7,1,0,2,2,0,0,0,0,0,0,0,0,0
"Cell 3142",30,49,26,20,26,14,8,26,22,25,7,11,12,19,10,11,30,17,6,103,53,33,9,12,11,2,6,6,21,6,0,14,19,25,0,25,11,4,23,13,12,5,11,14,7,7,0,12,9,0,2,0,0,13,4,0,1,10,22,19,5,0,1,11,0,1,6,2,9,0,2,0,2,0,21,9,0,5,0,0,0,0,2,28,0,0,3,8,0,15,0,0,0,0,0,2,0,0,0,0
"Cell 3143",13,33,25,5,14,17,9,6,45,11,25,4,9,5,3,21,22,21,26,84,32,23,10,11,28,4,2,8,26,12,0,15,7,16,1,3,6,22,37,14,5,9,7,12,5,6,2,4,8,0,6,0,0,11,4,3,5,20,4,25,21,0,6,5,0,0,5,5,9,0,7,6,0,0,28,12,0,8,0,9,0,0,3,6,0,0,18,28,0,0,0,0,0,0,0,0,0,3,0,0
"Cell 3144",19,77,11,17,20,10,19,22,8,9,21,10,6,11,11,19,24,9,14,57,27,17,11,4,18,17,10,6,19,3,0,6,15,15,0,27,10,22,46,13,15,4,13,9,6,7,0,9,12,0,5,0,1,23,3,13,12,11,4,37,13,0,3,6,0,0,2,1,17,0,15,0,8,0,13,3,0,4,0,3,0,0,5,19,0,0,11,11,0,5,0,0,0,0,0,0,0,2,0,2
"Cell 3145",21,32,29,42,18,13,20,14,31,10,24,29,13,11,2,18,26,21,17,83,55,39,17,14,27,2,5,10,19,8,0,15,6,12,4,7,14,19,30,16,16,5,4,16,11,11,0,4,8,0,10,0,0,8,0,0,0,12,16,31,15,3,17,6,0,0,4,4,1,0,6,0,0,0,10,2,0,7,0,3,0,1,5,11,0,0,7,9,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 3146",23,18,35,29,17,8,33,7,35,8,16,22,24,22,0,22,15,43,26,67,24,47,2,39,24,5,3,0,10,17,0,12,1,7,3,6,11,36,41,7,11,10,15,4,4,3,4,0,10,0,5,0,0,10,7,3,0,21,11,15,8,0,8,14,0,0,0,5,0,0,2,1,0,0,14,0,0,0,0,4,6,0,11,3,1,2,4,8,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 3147",31,11,23,32,14,9,18,10,49,4,38,5,24,9,5,23,9,13,12,74,25,25,10,10,6,10,5,10,4,13,0,11,2,4,1,11,4,18,45,10,10,0,14,23,15,7,5,4,10,0,8,0,0,6,0,6,5,21,6,25,9,0,8,11,0,0,3,3,2,0,4,1,2,0,16,5,0,9,0,8,4,0,4,6,0,0,16,10,0,5,0,0,2,0,0,0,0,0,0,0
"Cell 3148",32,45,8,32,30,17,42,23,22,13,14,9,9,13,4,16,14,7,12,86,40,10,20,10,13,22,2,4,30,13,0,14,10,28,0,10,9,29,41,20,10,14,3,20,10,8,0,10,3,0,7,0,4,6,1,0,9,24,9,24,16,0,6,7,0,0,4,3,7,0,9,0,0,0,9,5,0,13,1,3,0,0,7,19,4,0,12,7,0,7,0,0,0,0,2,1,0,0,0,0
"Cell 3149",26,28,24,26,12,18,21,10,42,9,9,24,14,11,0,6,12,19,23,103,18,33,6,21,14,15,7,7,10,10,0,10,2,10,3,5,9,20,17,8,19,20,30,1,11,4,4,2,11,0,1,0,0,4,0,6,0,35,15,9,20,0,4,11,0,3,0,5,0,0,6,13,0,0,46,5,0,0,0,9,1,0,18,15,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 3150",25,28,13,14,18,9,17,14,27,13,8,12,13,10,4,7,23,14,15,56,41,14,17,9,23,5,5,8,11,2,0,10,15,17,0,11,13,36,33,5,14,5,6,14,10,5,0,11,12,2,4,0,0,4,0,8,11,22,9,26,13,0,7,5,0,0,3,0,6,2,16,0,2,0,12,4,1,6,0,5,0,0,0,12,0,0,13,6,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 3151",16,28,9,24,26,12,30,18,35,8,14,16,18,18,0,17,19,9,15,145,43,21,9,11,37,7,6,7,13,25,0,5,4,24,2,11,10,9,45,7,17,11,7,18,8,21,1,6,6,0,0,0,0,10,0,4,10,15,14,25,14,0,0,2,0,2,4,4,3,0,2,0,0,0,13,5,0,9,0,4,0,0,9,11,0,0,5,11,0,4,0,0,0,0,0,0,0,0,3,0
"Cell 3152",16,28,19,30,20,4,30,10,33,7,27,9,9,2,0,16,10,19,17,85,38,36,4,17,15,18,2,12,10,19,0,10,5,6,0,2,11,18,52,10,15,7,12,10,11,0,2,11,6,2,9,0,0,8,0,5,0,35,14,20,12,0,4,6,0,1,2,4,3,0,7,8,6,0,18,2,0,0,0,5,0,0,0,5,0,0,8,15,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 3153",28,51,10,12,14,4,32,4,26,17,20,23,8,15,7,10,25,8,29,71,52,10,19,2,32,17,0,5,20,12,0,10,15,10,0,22,5,17,56,12,18,9,11,12,11,13,0,11,3,0,5,0,1,12,0,0,5,5,7,37,21,0,2,6,0,0,8,4,12,0,8,0,3,0,6,4,0,13,0,11,0,0,3,12,2,0,5,15,0,4,0,0,0,0,0,0,0,3,0,2
"Cell 3154",16,28,14,36,11,4,18,12,27,10,29,13,23,16,1,11,25,29,18,93,33,26,13,8,28,14,1,8,7,19,0,17,7,10,0,7,8,17,59,7,17,17,4,8,13,6,0,3,4,0,9,0,0,21,0,3,3,16,6,41,18,0,3,18,0,0,0,5,4,0,5,1,1,0,21,13,0,8,0,0,0,0,5,7,0,1,3,16,0,5,0,0,0,0,0,0,0,1,0,0
"Cell 3155",36,8,11,8,23,20,23,20,42,6,28,22,28,11,0,17,14,15,17,62,34,27,21,7,31,5,4,5,13,7,0,16,13,18,0,9,16,15,15,11,7,5,17,13,4,7,0,17,7,2,4,0,0,11,7,2,10,27,10,29,29,2,6,5,0,0,8,0,1,2,7,3,3,0,9,1,0,14,0,6,2,0,3,7,0,0,13,20,0,9,0,0,0,0,0,0,0,0,0,0
"Cell 3156",31,27,18,33,27,9,10,7,39,11,26,11,18,16,6,15,16,11,10,70,39,17,7,8,33,7,12,3,12,6,0,8,8,6,0,14,7,28,27,7,13,24,14,8,6,2,2,1,7,1,8,0,0,16,0,2,1,38,17,40,13,0,2,16,0,0,4,6,2,0,5,13,2,0,39,1,0,0,1,6,7,0,2,5,0,0,13,10,0,11,0,0,0,0,0,1,0,0,0,0
"Cell 3157",14,28,37,23,22,9,27,10,33,12,22,12,27,14,2,31,20,10,24,91,32,29,14,19,21,19,6,4,11,10,0,13,4,10,6,6,10,28,17,7,6,6,14,6,9,8,0,2,12,1,10,0,0,17,2,6,1,13,10,20,18,0,4,5,0,0,0,0,0,0,8,8,1,0,31,9,0,3,0,4,4,1,0,12,0,4,2,16,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 3158",9,39,23,32,29,8,36,10,39,6,47,12,14,18,0,18,21,21,19,78,26,28,8,8,31,18,3,2,17,21,0,7,3,19,0,14,14,16,35,2,17,5,8,10,10,2,0,3,13,7,10,0,0,17,0,6,1,17,23,33,23,0,4,13,0,0,3,3,3,0,13,0,0,1,8,0,0,3,0,3,0,0,3,14,0,0,2,16,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 3159",47,32,21,35,25,14,15,11,45,7,11,11,13,6,0,8,18,24,9,77,33,24,12,8,14,13,5,11,25,19,0,12,3,18,0,10,13,16,36,8,10,7,12,17,4,7,3,7,3,0,6,0,0,11,0,0,5,12,7,21,13,0,5,11,0,0,10,0,0,0,10,1,1,0,31,3,0,11,0,7,8,0,5,11,0,0,12,7,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 3160",19,24,10,33,32,8,13,21,34,20,11,16,20,20,3,10,13,21,11,57,62,7,18,3,31,17,10,2,16,1,0,11,12,30,3,16,12,14,45,4,15,15,22,16,17,11,1,10,12,0,11,0,0,12,2,4,3,12,10,45,12,3,5,24,0,0,1,0,1,0,8,0,3,0,14,0,0,9,0,0,4,0,6,8,0,0,9,11,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 3161",23,32,22,19,17,17,19,28,39,8,13,17,12,12,3,20,13,7,14,96,34,25,13,8,9,4,12,2,13,6,0,14,15,29,0,7,13,22,35,5,4,10,14,12,12,1,0,2,13,1,4,0,1,12,4,4,6,17,6,33,12,0,9,6,0,2,3,2,5,0,2,0,15,0,18,7,0,14,0,1,0,0,3,15,0,0,7,9,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 3162",26,53,24,21,27,6,21,18,25,15,18,22,13,16,0,28,13,19,13,62,28,21,6,13,23,15,5,13,38,10,0,17,6,12,0,10,16,13,11,9,13,4,5,15,16,8,0,9,21,0,10,0,0,7,1,4,0,19,20,23,11,0,7,7,0,0,2,3,6,0,6,0,9,2,20,0,0,4,0,10,0,0,1,12,0,0,4,17,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 3163",16,20,31,32,29,8,34,7,48,4,11,10,29,15,0,7,19,11,19,68,28,23,8,6,20,18,2,8,22,12,0,8,1,15,0,13,6,20,30,8,7,6,3,19,6,2,3,7,6,0,4,0,0,7,0,3,5,10,6,19,6,0,3,4,0,0,2,0,0,0,4,0,0,0,18,3,0,10,0,7,3,0,11,5,0,0,4,15,0,4,0,0,0,0,0,1,0,0,0,0
"Cell 3164",17,19,21,25,20,11,40,6,43,7,36,24,26,13,1,13,10,21,19,66,29,42,5,23,22,8,5,4,10,8,0,16,3,31,5,9,15,40,21,3,11,4,9,2,7,2,1,6,10,0,10,0,0,20,0,7,0,22,10,18,5,0,5,8,0,5,0,0,2,0,9,4,6,1,20,1,0,0,0,5,1,0,9,8,0,3,3,9,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 3165",21,26,13,27,32,20,41,9,40,6,23,6,24,8,0,15,11,27,16,75,30,35,8,21,20,10,7,7,15,7,0,10,3,22,4,3,9,21,27,12,7,11,7,7,5,0,3,3,9,4,11,0,0,14,5,0,1,26,7,23,7,0,3,8,0,0,0,0,1,0,12,8,0,0,17,0,0,4,0,2,9,0,9,8,0,0,16,18,0,3,0,0,0,0,0,2,0,0,0,0
"Cell 3166",42,31,30,17,26,3,28,24,21,9,7,21,11,10,5,7,14,3,14,50,41,6,12,7,19,12,0,5,26,5,0,16,12,20,0,9,12,23,42,9,13,11,4,16,12,12,0,4,11,1,10,0,0,8,4,0,7,12,3,24,18,0,9,8,0,0,6,0,5,0,9,0,5,0,17,11,0,13,0,5,0,0,0,18,0,0,14,5,0,2,0,0,0,0,2,0,1,0,0,0
"Cell 3167",26,37,16,29,19,3,25,6,40,5,18,21,20,4,2,15,23,10,9,95,42,16,5,10,28,10,15,12,16,8,0,11,5,11,0,5,7,26,24,7,12,10,7,7,5,0,2,6,5,0,4,0,0,17,0,6,6,14,7,23,6,0,9,10,0,3,5,2,5,0,8,0,2,0,15,3,1,4,0,13,2,0,9,7,0,0,7,5,0,6,0,0,0,0,0,2,0,3,0,0
"Cell 3168",29,38,10,23,28,14,30,14,33,7,44,9,20,6,0,33,31,14,10,111,51,15,17,8,11,3,9,16,17,22,0,12,5,15,0,16,5,16,22,13,10,7,9,24,20,8,0,16,3,0,8,0,0,5,0,1,11,25,16,26,12,0,13,14,0,0,6,10,13,0,4,0,0,0,6,0,0,8,0,6,0,0,11,8,0,0,11,14,2,2,0,0,0,0,0,0,0,0,0,0
"Cell 3169",23,22,14,25,19,6,31,18,21,10,33,25,15,12,0,27,20,15,27,94,42,22,7,11,22,11,4,19,23,18,0,15,4,10,3,7,9,22,30,11,10,9,9,7,8,3,6,3,2,0,5,0,0,13,1,1,5,9,13,22,16,0,4,9,0,0,2,1,12,0,9,0,0,0,10,4,0,6,0,1,0,0,6,11,2,0,7,15,0,3,0,0,0,0,0,2,0,2,0,0
"Cell 3170",18,33,22,23,10,20,34,12,41,7,18,22,19,6,4,21,11,14,26,86,28,16,15,33,21,10,1,4,18,11,0,13,7,17,0,5,1,20,22,11,9,16,21,11,10,0,4,2,13,0,7,0,0,14,4,6,6,22,15,18,28,0,12,17,0,0,0,5,1,0,2,2,2,0,43,4,0,3,0,2,0,0,6,7,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 3171",17,40,15,13,30,27,18,14,41,13,22,14,17,5,5,16,10,13,25,81,20,11,5,26,27,9,3,6,13,4,0,15,5,18,0,9,16,21,26,19,4,11,17,12,9,5,4,2,11,0,7,0,0,14,5,0,7,37,21,16,11,0,4,14,0,0,2,6,6,0,3,6,6,0,24,2,0,0,0,6,0,0,4,14,0,0,14,15,0,1,0,0,2,0,0,0,0,4,0,0
"Cell 3172",24,31,32,23,34,9,14,19,37,15,22,12,24,14,4,10,9,23,13,107,43,26,9,4,5,8,7,12,14,10,0,19,6,12,2,25,15,26,45,5,12,5,3,16,8,6,2,0,2,0,4,1,0,14,2,2,5,15,6,28,10,0,10,3,0,0,2,1,4,0,4,1,0,0,17,3,0,5,0,2,8,0,2,12,0,0,3,8,0,11,0,0,0,0,0,0,0,3,0,0
"Cell 3173",24,32,31,37,25,13,17,8,28,20,20,13,9,11,0,28,14,14,18,63,39,17,7,22,38,3,3,3,21,13,0,14,13,20,0,8,10,33,41,10,15,9,13,15,9,5,0,5,8,0,4,0,0,14,0,0,4,28,20,25,11,0,9,14,0,0,12,3,2,0,8,2,2,0,28,13,0,5,0,4,2,0,4,8,2,0,8,8,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 3174",15,41,21,23,6,15,32,4,30,10,24,23,11,11,4,25,17,23,37,86,35,23,8,10,28,12,0,12,11,18,0,11,17,12,0,10,6,23,32,16,11,6,14,6,5,10,0,8,7,0,16,0,0,14,0,10,2,8,9,37,24,0,20,26,0,0,0,7,7,0,8,0,0,0,12,6,0,5,0,6,0,0,9,10,0,0,9,23,0,5,0,0,0,0,0,0,0,2,0,2
"Cell 3175",13,24,20,39,26,20,28,13,73,17,15,5,42,18,0,11,13,11,18,93,56,30,16,13,29,28,4,2,5,6,0,12,6,20,11,10,10,26,27,9,16,4,8,14,5,8,0,3,11,0,6,0,0,12,0,0,3,24,23,14,16,0,0,1,0,8,0,3,2,0,5,0,3,0,15,11,0,9,0,2,0,0,11,3,0,0,5,20,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 3176",18,28,22,37,15,8,13,13,20,9,14,20,20,9,0,10,12,12,11,56,60,22,10,18,20,12,0,8,11,9,0,7,9,24,0,8,7,32,50,12,8,0,20,14,13,6,2,2,12,0,2,0,0,13,1,0,2,21,13,26,11,0,3,14,0,2,6,0,3,0,10,2,7,0,33,7,0,6,0,4,0,0,8,10,1,0,10,5,0,1,0,0,0,0,0,0,0,0,0,0
