"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 126",25,31,28,24,32,9,42,12,27,11,19,17,13,17,3,9,14,8,8,73,26,14,19,6,11,9,5,12,21,17,0,24,13,18,0,17,13,25,44,12,9,4,5,22,12,11,2,2,6,0,10,0,4,9,0,4,5,12,9,30,7,0,3,7,0,0,2,2,5,1,12,0,0,0,21,11,0,12,0,5,1,0,3,10,0,0,9,5,0,7,0,0,1,0,0,0,0,0,0,0
"Cell 127",13,33,28,26,14,9,20,16,46,11,19,6,15,13,0,20,28,19,29,66,46,24,8,16,27,5,2,9,15,16,0,15,8,13,0,6,8,14,37,10,2,5,15,18,10,7,7,2,21,0,6,0,0,12,0,6,0,8,8,30,27,0,6,9,0,0,0,0,7,0,2,2,0,0,21,1,0,10,0,9,2,0,3,9,0,0,11,10,3,5,0,0,0,0,0,0,0,0,0,2
"Cell 128",18,35,24,24,31,3,25,16,38,7,26,7,10,9,5,15,15,22,8,70,37,26,9,7,13,10,10,6,15,10,0,16,7,7,6,17,10,23,32,11,13,7,6,9,1,6,2,4,14,0,7,0,0,11,0,0,0,8,10,29,4,0,2,4,0,0,5,2,4,0,6,0,2,0,4,0,0,12,0,17,0,0,5,14,0,0,8,12,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 129",34,44,35,30,12,13,22,22,22,8,18,15,9,3,0,11,16,8,23,85,29,26,12,28,26,4,0,16,24,18,0,24,3,20,3,2,9,16,46,14,11,8,15,10,5,6,2,6,7,0,4,0,0,7,2,8,0,41,8,15,13,0,7,8,0,0,5,0,6,0,2,5,4,0,18,1,0,0,0,5,1,0,9,17,0,0,11,9,1,0,0,0,0,0,0,0,0,0,0,0
"Cell 130",7,13,26,28,29,5,17,13,40,8,24,11,37,18,2,12,10,9,11,58,11,23,3,11,19,11,10,4,6,16,0,9,4,16,0,8,17,14,49,8,6,1,8,13,12,10,6,5,18,5,16,0,0,15,2,5,1,10,5,28,19,0,6,8,0,0,0,0,0,0,12,0,4,2,14,7,0,4,0,0,0,0,7,3,0,4,4,18,0,5,2,0,0,0,0,0,0,0,0,0
"Cell 131",32,30,21,19,21,13,25,10,57,3,24,17,27,9,0,18,9,17,28,98,42,35,7,10,28,14,5,8,10,8,0,19,0,6,2,5,18,29,26,27,5,2,12,7,3,6,9,3,13,2,10,0,0,4,0,6,2,13,5,14,24,0,6,4,0,4,4,4,2,0,1,3,11,0,20,0,0,3,0,2,0,0,11,7,0,0,3,20,0,1,0,0,1,0,0,0,0,0,0,0
"Cell 132",16,25,22,21,20,6,19,13,24,11,37,28,16,10,0,30,7,12,21,84,34,13,9,15,23,3,1,16,22,12,0,13,4,19,0,9,9,15,80,3,4,1,12,12,8,9,7,9,15,0,13,0,0,7,2,0,11,21,2,19,19,0,7,13,0,0,2,5,0,0,4,3,6,2,13,12,0,6,0,0,3,0,9,12,0,0,3,21,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 133",25,30,15,19,24,6,30,18,25,9,31,45,18,9,1,9,16,19,18,82,41,28,10,22,20,4,4,9,9,10,0,6,6,13,0,5,2,24,35,12,14,5,7,11,7,2,0,8,9,0,1,0,0,17,2,3,0,15,18,18,22,0,10,10,0,0,2,0,6,0,7,7,0,0,17,3,0,3,0,2,1,0,1,5,0,4,8,20,0,0,0,1,0,0,0,0,0,0,0,0
"Cell 134",14,39,19,11,15,5,19,8,22,7,18,9,12,2,0,20,15,19,17,51,39,18,7,7,17,14,3,9,10,8,0,15,3,14,0,12,14,22,43,9,12,7,7,7,19,3,4,4,6,0,3,0,0,8,0,0,2,16,8,28,17,1,9,11,0,0,10,0,4,2,5,0,0,0,10,5,0,9,0,5,0,0,5,5,0,1,13,18,2,1,0,0,0,0,0,0,0,2,0,0
"Cell 135",38,40,51,21,10,2,11,7,32,4,22,21,24,9,0,25,9,24,12,92,40,27,5,4,24,6,5,8,15,18,2,18,1,6,0,5,11,25,32,4,2,6,17,5,7,12,7,2,12,0,6,0,0,8,5,5,0,2,9,16,14,0,12,11,0,0,1,2,3,0,9,0,0,0,12,5,0,9,0,12,7,0,3,11,0,0,9,12,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 136",20,15,37,43,24,17,23,15,23,10,9,18,18,16,5,7,10,16,11,81,51,40,2,9,27,5,11,2,5,4,0,8,6,23,2,15,13,19,46,1,7,24,16,8,6,3,0,2,5,0,9,1,0,17,0,5,1,21,22,30,13,0,7,15,0,1,6,0,0,0,2,0,0,0,8,3,0,2,0,0,3,0,8,11,0,0,4,7,2,5,2,0,0,0,0,0,0,0,0,0
"Cell 137",22,18,24,32,37,16,13,19,33,29,12,29,19,20,12,8,18,8,20,62,43,26,16,12,12,7,7,0,10,7,0,9,12,28,0,17,12,24,40,13,16,23,11,14,20,4,0,4,8,0,19,0,0,24,1,3,4,29,16,31,15,0,2,11,0,0,0,0,2,0,6,3,3,0,16,6,0,4,0,0,0,0,2,12,0,0,5,12,2,2,0,0,0,0,0,0,0,4,0,0
"Cell 138",15,20,27,27,14,5,45,13,37,7,36,16,23,12,0,10,8,22,25,89,28,31,9,21,22,33,3,5,9,14,0,18,1,16,0,3,11,23,39,15,7,1,4,7,25,11,5,12,2,0,10,0,0,5,0,7,1,15,8,14,18,0,17,0,0,0,0,0,0,0,9,3,6,1,23,10,0,0,0,3,6,0,1,8,0,2,10,22,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 139",19,30,21,29,15,5,25,15,27,15,10,5,6,12,0,11,18,17,14,63,40,26,8,13,12,12,5,4,14,13,0,6,8,12,0,16,19,10,34,11,11,6,9,11,24,8,0,7,16,3,8,0,1,7,3,0,9,10,16,16,22,0,1,12,0,0,0,0,7,0,8,0,4,0,12,1,0,11,0,6,0,0,5,13,1,0,15,11,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 140",31,33,12,30,18,11,17,4,40,11,15,22,17,9,0,15,28,15,14,97,35,28,12,9,14,6,1,2,19,21,0,12,12,20,0,13,5,32,33,5,18,8,17,7,6,3,0,4,19,0,9,0,1,9,0,2,2,10,10,29,19,0,4,22,0,0,1,0,5,0,7,0,0,0,17,0,0,6,0,6,0,0,6,8,1,0,14,1,0,7,0,0,0,0,0,1,0,0,0,0
"Cell 141",28,28,17,25,21,13,19,12,30,7,23,19,23,8,1,9,7,22,15,86,26,31,4,9,16,8,8,4,9,5,0,4,7,17,0,12,14,37,25,6,14,7,8,5,24,0,0,4,9,0,17,0,0,17,1,9,5,15,20,22,7,0,10,17,0,0,3,3,0,0,6,6,0,2,23,1,0,3,0,6,5,0,5,8,0,0,6,14,0,3,2,0,0,0,0,6,0,8,0,0
"Cell 142",12,31,23,26,13,7,28,17,15,10,8,16,12,9,0,6,7,16,29,72,40,21,8,24,19,19,3,16,14,5,0,10,3,9,8,6,20,16,41,9,7,7,17,8,12,5,7,3,3,0,10,0,0,8,2,3,9,15,16,17,21,0,6,10,0,0,4,0,0,0,7,0,5,0,14,2,0,3,0,6,2,0,12,13,0,0,10,30,0,0,2,0,0,0,0,0,0,0,0,0
"Cell 143",19,47,18,20,28,14,20,12,35,3,21,25,7,12,0,25,32,14,15,99,33,30,12,8,30,11,9,7,23,10,0,8,4,14,4,10,13,14,27,12,16,9,12,8,9,12,0,7,9,0,10,1,0,12,0,3,3,15,10,21,9,0,16,19,0,0,2,0,5,0,6,0,2,0,22,1,0,5,0,0,4,0,9,11,0,0,6,13,0,6,0,0,0,0,0,0,0,1,2,0
"Cell 144",25,28,10,24,4,2,11,11,39,1,19,20,20,3,0,7,4,4,30,49,22,8,0,15,14,0,0,11,30,17,0,22,2,14,0,3,6,22,56,12,3,2,9,7,4,6,18,2,8,1,4,0,0,1,3,6,7,14,0,22,24,0,9,12,0,0,8,0,4,6,7,6,0,0,34,7,0,10,0,19,3,0,4,11,0,0,28,25,0,0,0,0,1,0,0,0,2,0,3,0
"Cell 145",29,26,27,29,13,7,32,14,34,6,26,23,21,13,2,14,16,12,18,88,34,30,4,10,30,15,8,3,15,17,0,14,8,25,0,11,7,14,32,9,10,9,19,7,11,8,0,6,17,0,8,0,0,12,4,6,0,21,9,23,15,0,2,6,0,2,0,0,3,0,9,4,0,0,17,3,0,2,0,1,0,0,0,10,0,0,3,10,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 146",29,27,27,19,19,6,22,13,26,6,23,22,20,6,0,11,10,12,21,87,37,21,8,22,20,6,1,13,11,3,0,18,6,13,0,4,9,15,42,2,23,9,13,4,3,5,1,1,5,0,9,0,0,8,0,2,8,10,4,34,25,0,8,11,0,0,9,2,1,0,7,6,0,0,19,13,0,3,0,6,6,0,2,7,3,0,8,32,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 147",18,23,12,31,24,9,25,6,42,11,22,6,14,7,0,12,24,8,28,82,50,12,6,16,18,1,2,11,20,6,0,13,11,23,0,6,1,30,29,12,11,15,12,11,8,15,5,4,11,1,1,0,0,3,0,0,6,10,16,40,18,0,2,12,0,0,5,0,2,0,12,2,2,0,16,9,0,9,0,10,3,0,10,8,0,0,11,13,0,0,0,0,0,0,1,0,0,0,0,0
"Cell 148",16,26,13,17,37,7,28,22,43,11,28,25,18,12,1,14,17,18,9,63,51,31,8,17,38,1,4,8,18,8,0,10,8,18,1,12,3,18,22,10,25,17,9,8,18,4,0,9,14,0,4,0,0,11,6,3,8,24,14,34,19,0,8,9,0,0,7,0,10,0,4,4,4,0,8,2,0,1,0,3,0,0,7,9,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 149",20,45,26,33,24,24,33,11,19,15,12,13,13,13,0,17,20,14,16,68,43,37,8,16,17,12,5,1,31,10,0,16,6,17,1,6,10,22,46,9,6,5,20,7,9,5,0,6,4,0,5,0,4,12,4,0,5,23,19,27,15,0,3,15,0,8,3,5,8,0,3,2,4,0,19,6,0,4,0,2,0,0,13,10,0,0,8,10,0,5,0,0,0,0,0,0,0,4,0,0
"Cell 150",26,35,25,21,29,21,23,9,27,9,29,15,12,10,0,5,13,27,12,64,47,33,9,17,16,10,4,10,26,3,0,14,9,17,1,10,9,17,13,9,8,6,13,14,14,1,0,7,10,0,5,0,0,7,0,0,3,18,7,30,27,0,6,4,0,0,6,0,0,0,5,3,1,0,16,6,0,8,0,7,2,0,3,6,3,0,7,11,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 151",25,21,24,25,23,11,36,9,26,6,6,30,20,12,0,11,12,8,10,48,19,33,8,16,16,7,4,6,4,12,0,9,9,15,0,10,6,11,46,7,11,6,14,9,9,6,1,5,23,2,4,0,0,12,6,9,3,16,11,16,22,0,13,11,0,3,0,0,0,0,11,4,0,0,25,7,0,0,0,0,0,0,6,11,0,0,4,19,0,8,2,0,0,0,0,0,0,0,0,0
"Cell 152",15,26,23,24,29,10,24,11,26,10,20,10,11,13,0,15,23,7,10,90,41,14,3,11,28,18,19,5,8,9,0,10,7,13,7,17,12,24,32,5,11,7,13,11,8,2,0,3,11,0,5,0,0,12,8,0,5,21,16,35,9,0,3,5,0,0,4,1,6,0,4,1,2,0,11,0,0,7,0,4,0,0,10,13,0,0,8,17,0,15,0,0,0,0,0,0,0,0,0,0
"Cell 153",48,18,17,20,18,14,28,6,36,7,17,23,29,11,0,9,23,17,12,78,22,25,6,16,28,2,6,12,14,12,0,8,4,16,0,6,8,18,30,4,7,12,9,13,7,10,1,9,3,0,7,0,0,7,0,7,2,14,12,28,17,0,13,4,0,0,5,1,0,0,4,4,0,0,21,4,0,6,0,4,5,0,9,7,0,5,10,6,0,3,2,0,0,0,0,0,0,0,0,0
"Cell 154",28,17,17,19,28,8,18,7,47,11,32,6,21,14,1,14,25,24,15,107,26,28,22,2,20,7,0,14,12,2,0,8,9,14,0,9,11,19,31,8,24,1,6,21,9,7,0,8,6,0,16,0,0,8,0,0,2,6,10,69,12,0,1,9,0,0,1,3,5,0,5,0,3,0,24,0,0,9,0,19,1,0,2,1,0,6,14,9,0,7,0,0,0,0,0,4,0,0,0,0
"Cell 155",17,36,20,12,24,10,18,16,45,11,13,16,19,16,2,16,23,16,17,71,55,30,9,12,17,13,9,3,6,13,0,11,1,17,0,10,17,11,29,7,7,16,11,12,13,11,3,6,7,1,5,0,0,15,4,6,0,19,17,18,14,0,3,6,0,0,3,0,8,0,11,2,0,2,20,3,0,3,0,7,6,0,3,11,0,0,4,15,0,2,0,0,0,0,0,0,0,2,0,0
"Cell 156",22,34,10,12,25,6,24,17,27,26,22,25,13,43,10,32,13,10,10,71,71,22,21,4,20,1,11,4,11,17,0,13,14,19,4,19,12,12,30,16,13,5,5,13,10,14,1,7,3,1,10,0,0,14,6,0,8,10,30,35,25,0,2,10,0,3,2,6,12,0,7,0,4,0,11,5,0,10,0,0,0,1,6,10,1,0,2,22,0,12,0,0,0,0,0,0,0,0,0,0
"Cell 157",15,28,20,15,12,3,30,17,28,8,39,12,9,7,0,12,10,9,30,72,57,17,6,15,7,15,0,4,9,11,0,11,12,12,0,5,17,17,35,6,22,5,15,12,18,9,0,8,8,1,7,0,0,7,0,4,2,17,4,25,18,0,7,10,0,0,9,0,0,0,7,0,0,0,14,5,0,3,0,6,0,0,9,18,0,1,19,21,0,0,0,0,0,0,3,0,0,0,0,0
"Cell 158",25,20,33,20,10,24,26,14,38,6,28,26,27,5,1,20,17,12,28,88,27,27,5,29,13,11,8,10,10,23,0,10,3,16,0,9,8,24,56,13,6,6,9,3,6,1,3,2,6,1,10,0,0,22,0,5,3,20,15,21,19,0,3,10,0,1,0,0,0,0,12,5,1,2,10,3,0,2,0,5,5,0,4,11,0,0,2,20,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 159",21,15,24,26,19,8,17,5,25,19,10,14,16,16,7,12,26,27,8,69,30,24,10,6,21,16,24,5,9,4,0,2,12,21,0,17,5,28,29,3,10,15,5,7,7,7,0,0,10,2,17,0,0,22,0,4,3,11,27,36,2,0,4,13,0,4,0,3,0,0,10,0,0,2,27,0,0,3,0,5,5,0,3,5,2,0,7,10,0,7,4,0,0,0,0,0,0,0,0,0
"Cell 160",25,27,14,15,31,17,22,9,39,22,24,21,23,17,1,13,20,12,13,47,36,21,5,15,39,8,6,6,21,10,0,15,14,24,0,9,8,16,38,7,15,9,5,11,8,3,0,7,8,0,4,0,2,8,3,7,3,24,16,41,13,0,2,5,0,2,6,0,5,0,7,5,1,0,28,4,1,5,0,5,1,0,0,4,3,0,7,12,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 161",32,29,40,28,15,11,13,14,30,11,25,14,30,7,0,16,22,28,18,92,42,32,9,11,14,5,13,4,13,19,0,8,5,14,8,9,13,19,20,14,10,3,11,7,15,4,0,0,6,0,7,0,0,14,4,2,5,15,14,27,11,0,15,6,0,0,1,2,2,0,5,2,0,0,25,5,0,6,0,0,5,0,9,8,0,0,7,9,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 162",17,21,30,25,15,13,12,10,35,7,21,4,14,10,0,7,19,13,23,80,31,32,4,7,23,4,6,0,21,5,0,11,12,11,0,3,14,29,57,12,17,20,9,8,5,15,3,5,17,0,11,0,0,9,0,0,0,25,13,26,14,0,4,6,2,0,5,1,0,0,8,5,3,0,44,4,0,5,0,12,0,0,2,13,2,2,10,18,0,3,0,0,0,0,0,0,0,0,0,2
"Cell 163",11,29,31,16,19,16,10,19,32,3,35,9,13,10,0,7,6,17,36,66,34,25,9,18,21,6,0,1,9,9,0,11,3,8,0,5,13,13,45,13,3,18,11,9,13,0,7,16,21,0,6,0,0,7,7,5,3,25,5,10,24,0,4,5,0,4,2,0,0,0,1,3,10,0,15,4,0,2,0,8,1,0,14,13,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 164",22,21,19,33,19,6,25,7,35,8,15,13,22,5,1,10,11,5,21,71,21,18,11,11,12,13,5,9,11,8,0,10,5,22,4,7,6,13,51,12,14,20,0,23,17,7,2,5,8,0,2,0,0,3,0,0,8,19,4,21,16,0,2,7,0,0,8,0,0,0,11,1,4,0,19,15,0,11,0,9,4,0,10,9,0,0,22,12,0,0,0,2,5,0,0,0,0,0,5,0
"Cell 165",25,19,36,36,23,21,26,19,31,17,23,13,20,23,6,14,7,17,13,59,37,33,4,12,23,8,17,5,6,9,0,12,7,27,0,17,8,15,38,1,10,4,24,9,16,5,2,4,8,0,8,0,0,24,6,11,2,17,24,29,7,0,2,19,0,6,0,0,0,0,2,0,0,4,16,0,0,1,0,3,3,0,7,6,0,0,0,4,0,9,0,0,0,0,0,0,0,1,0,0
"Cell 166",30,38,6,8,21,6,42,15,14,12,17,9,17,17,5,10,16,10,16,67,40,10,16,7,23,10,0,3,14,6,3,11,9,28,0,8,18,10,20,12,5,6,5,18,11,12,3,8,5,0,9,0,0,10,7,4,11,8,9,37,20,1,9,4,0,0,3,0,8,2,4,0,3,0,13,5,0,17,0,3,0,0,8,10,0,0,8,15,0,2,0,0,2,0,0,0,0,0,0,0
"Cell 167",9,27,23,17,10,13,21,10,24,7,40,14,9,13,5,20,34,15,26,100,26,28,10,13,25,4,3,2,14,8,0,7,5,24,2,8,13,30,27,3,15,7,12,6,2,6,0,7,7,0,13,0,0,14,0,7,6,15,14,22,15,1,8,11,0,0,1,4,1,0,4,2,3,0,14,5,0,3,0,7,3,0,5,16,0,0,12,14,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 168",22,36,8,12,16,16,18,13,27,6,20,20,9,5,4,15,10,11,29,80,20,20,7,13,20,6,1,11,7,20,0,16,4,34,0,6,13,16,19,10,14,20,11,10,13,6,2,16,12,0,7,0,0,14,2,2,12,13,2,17,22,0,17,10,0,0,1,0,1,3,3,2,1,0,29,6,0,5,0,2,3,0,10,27,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 169",24,23,13,14,11,10,39,21,23,7,18,24,10,13,9,9,18,9,10,62,41,7,19,13,23,7,4,8,11,3,0,15,16,15,0,17,17,2,31,6,11,10,9,18,18,15,1,9,6,0,0,0,0,7,0,4,9,16,12,30,12,0,7,7,0,0,13,0,13,0,10,0,2,0,9,10,0,11,0,3,1,0,2,16,0,1,6,18,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 170",24,15,26,37,17,23,30,3,31,4,32,28,31,9,0,13,8,22,17,76,16,29,4,19,11,8,9,6,17,12,0,20,3,7,0,6,1,34,37,5,12,12,19,2,4,3,2,4,13,0,6,0,1,14,0,10,4,16,9,19,10,0,6,3,0,0,2,3,0,0,2,7,1,1,21,0,0,0,0,3,7,0,9,3,0,0,7,3,0,2,1,0,0,0,0,0,0,0,0,0
"Cell 171",24,15,45,27,11,14,21,7,43,3,38,16,19,3,0,24,11,16,18,71,27,17,7,18,22,4,0,5,9,10,0,13,3,9,4,2,6,19,77,13,19,5,12,9,5,9,7,3,13,0,2,0,0,10,0,1,3,41,15,24,14,0,10,8,0,0,10,4,0,0,5,4,3,0,40,8,0,5,1,12,0,3,8,2,1,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 172",42,27,23,15,28,10,16,16,34,3,30,21,11,13,0,10,12,16,11,81,25,20,8,5,15,2,8,4,16,4,0,24,7,17,0,17,16,25,39,8,13,6,14,14,15,7,1,4,17,0,12,0,4,9,7,0,7,20,8,20,5,0,3,7,0,0,1,0,0,1,3,0,2,0,12,0,0,11,0,3,0,0,5,13,1,0,7,7,0,7,0,0,0,0,0,1,0,0,0,0
"Cell 173",12,27,17,27,8,3,27,12,41,7,26,25,15,5,2,12,6,20,26,54,30,29,7,12,20,9,2,7,9,26,0,12,5,10,1,8,7,27,36,5,6,8,5,13,24,5,4,16,4,0,9,0,0,6,7,5,5,12,6,23,15,0,3,15,0,0,8,4,2,0,10,5,6,0,17,11,0,4,0,10,6,0,8,19,0,0,17,16,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 174",12,16,24,14,41,17,11,9,31,24,17,25,22,18,6,12,22,24,10,93,46,38,8,4,21,9,5,5,8,4,0,7,11,16,0,11,12,23,47,6,17,11,9,12,6,5,0,7,6,5,9,0,0,25,1,14,0,17,19,49,10,0,2,10,0,0,0,2,1,0,9,0,2,0,12,1,0,4,0,5,7,0,2,10,0,0,8,17,0,11,0,0,0,0,0,0,0,0,0,0
"Cell 175",32,32,21,44,23,7,22,29,34,7,31,10,22,8,0,25,12,9,19,94,50,18,9,12,7,14,4,14,24,14,0,11,4,21,0,7,6,12,39,15,7,2,8,10,6,2,4,9,13,0,4,0,0,6,1,0,3,22,13,24,18,0,3,6,0,0,2,0,6,0,9,4,1,0,12,4,0,5,0,9,0,0,4,15,3,0,3,22,0,5,0,0,0,0,0,0,0,1,0,0
"Cell 176",23,19,26,24,11,10,25,11,51,7,14,22,27,6,0,15,10,20,12,95,31,20,3,11,40,17,4,6,11,20,0,9,5,13,1,10,8,30,43,13,7,2,12,7,27,7,6,3,7,0,10,0,0,15,0,1,1,13,9,19,14,0,8,10,0,0,2,5,0,0,10,1,1,0,15,1,0,9,0,10,4,2,5,8,0,0,8,19,1,2,0,0,0,0,0,0,0,0,0,0
"Cell 177",24,34,18,19,22,8,35,11,35,18,14,17,6,22,3,9,14,14,17,71,38,22,12,9,25,8,6,2,15,7,0,15,10,22,0,18,18,11,27,13,12,4,7,9,9,12,2,8,5,0,13,0,0,10,0,1,3,25,12,18,16,0,1,2,0,5,1,0,6,0,5,2,0,0,19,7,0,8,0,3,0,0,4,19,0,0,11,8,0,6,0,0,0,0,0,0,0,3,0,0
"Cell 178",14,27,22,25,7,16,22,10,52,11,22,14,23,16,0,6,14,6,40,65,43,11,2,11,21,21,1,8,22,15,0,9,7,21,1,4,6,18,27,18,10,11,17,7,20,8,4,14,20,0,9,0,0,7,0,0,2,25,6,31,31,0,1,12,0,0,2,0,4,2,13,5,2,0,21,0,0,7,0,19,0,0,7,8,0,0,7,15,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 179",21,16,23,43,17,3,33,8,32,7,16,21,17,14,0,14,12,16,21,114,37,22,13,11,35,10,5,1,16,12,0,14,4,11,1,8,2,34,32,6,11,10,10,8,12,3,3,4,6,0,9,0,1,8,2,7,1,17,12,20,11,0,8,10,0,0,3,5,0,0,2,1,0,0,9,3,0,5,0,5,6,0,7,5,0,4,11,4,0,6,0,0,0,0,0,2,0,0,0,0
"Cell 180",32,29,20,10,18,17,26,14,32,5,19,16,21,4,4,13,10,17,20,59,37,28,13,13,32,15,0,18,7,16,0,8,1,22,0,8,16,14,42,10,7,7,13,14,11,3,5,2,14,0,2,0,0,17,0,5,6,23,9,16,25,0,4,8,0,0,9,0,2,0,5,0,14,0,20,6,0,9,0,5,0,0,15,10,0,0,7,17,0,2,0,0,0,0,0,0,0,0,0,1
"Cell 181",15,35,42,14,20,7,34,11,40,16,22,21,20,7,0,17,13,11,19,94,48,32,3,22,20,15,1,10,22,11,0,10,6,15,0,4,8,20,36,16,7,9,11,13,5,7,4,3,14,1,5,0,0,8,0,7,4,7,17,23,18,0,10,6,0,0,2,3,3,0,9,2,0,0,10,9,0,0,0,11,0,0,2,7,0,1,9,27,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 182",33,31,28,12,9,20,36,11,25,2,23,33,12,2,0,12,8,18,20,54,25,30,5,28,21,11,3,8,21,4,0,7,0,12,0,5,19,25,54,10,6,16,23,9,15,8,11,6,5,0,6,0,0,11,0,7,0,35,12,11,17,0,9,8,0,1,3,0,2,0,7,5,3,0,15,6,0,0,0,9,2,0,8,10,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 183",36,48,28,11,27,11,32,7,35,8,29,18,12,7,2,9,19,13,19,56,32,23,17,17,18,11,2,9,28,8,0,18,9,13,0,9,6,12,30,14,15,9,11,18,21,4,0,14,12,0,4,0,0,5,0,6,3,27,9,18,17,0,11,5,0,0,7,0,3,0,12,0,2,0,8,2,0,11,0,2,0,0,3,10,0,0,16,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 184",19,34,24,21,20,23,38,13,29,7,43,22,16,7,0,19,24,9,19,94,22,20,2,12,19,3,5,7,14,7,0,4,8,4,4,3,15,15,24,4,12,7,11,12,6,0,0,3,7,0,4,0,0,4,0,0,0,9,10,34,13,0,7,6,0,0,4,6,1,0,3,3,0,0,12,0,0,4,1,2,3,0,2,14,1,2,3,11,0,3,0,0,0,0,0,0,0,0,1,0
"Cell 185",22,43,16,19,23,6,23,12,27,15,20,10,12,10,0,22,27,19,15,75,47,13,10,14,5,18,4,7,22,9,0,10,16,22,4,8,12,13,68,10,15,5,10,9,23,4,0,6,9,2,6,0,2,3,0,0,6,14,5,35,5,0,2,3,0,0,5,4,8,0,12,1,0,0,9,0,0,7,0,3,4,0,1,9,0,0,14,8,0,4,0,0,0,0,0,0,0,5,0,0
"Cell 186",14,25,27,26,44,16,30,6,49,11,27,29,18,23,0,31,23,26,9,45,24,47,16,16,24,8,12,0,12,3,0,4,9,10,0,15,19,11,24,5,9,9,7,16,14,6,0,4,12,4,8,0,0,19,0,4,0,18,19,30,3,0,3,6,1,0,0,2,4,0,13,3,1,0,16,0,0,8,0,4,6,0,0,6,0,8,0,6,0,4,0,0,0,0,0,0,0,1,0,0
"Cell 187",26,36,3,26,21,16,18,9,44,22,17,22,9,15,2,21,22,10,17,91,37,29,9,11,43,10,3,8,26,11,0,9,11,12,0,10,16,14,22,10,13,3,20,11,11,10,0,14,3,0,5,0,3,9,0,5,7,28,9,34,21,0,5,9,0,0,2,4,10,0,1,0,0,0,7,3,0,7,0,5,0,0,3,17,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 188",38,42,20,40,12,5,7,12,26,19,12,8,7,7,1,22,8,10,13,87,26,20,10,12,24,4,4,13,11,14,0,18,4,20,0,8,6,15,40,10,8,11,10,15,13,3,4,3,7,0,6,0,0,10,6,1,6,12,19,23,19,0,13,13,0,2,9,0,2,0,13,6,0,0,26,7,0,2,0,8,0,0,5,15,2,0,8,12,0,3,0,0,0,0,0,0,0,5,0,0
"Cell 189",15,27,24,25,20,7,14,8,31,6,19,20,15,9,0,12,6,18,23,92,44,18,14,20,23,8,2,8,9,11,0,17,4,8,2,6,6,17,63,9,10,16,6,17,3,4,6,5,1,0,8,0,0,4,0,0,0,11,21,30,19,0,7,1,0,0,0,5,0,0,0,3,0,0,13,2,0,6,0,6,3,0,9,8,0,0,8,14,1,1,0,0,0,0,0,0,0,0,0,0
